FG.,percent_3pt,percent_FT,DRB,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,StrengthOfSchedule,DRtg,NRtg,Pace,FTr,team_abbreviation_home,team_abbreviation_away,game_date,game_yearEnd,wl_home
0.494,0.339,0.803,35.7,9.5,45.2,26.7,7.0,5.3,15.8,21.3,112.0,-0.01,112.5,-1.8,104.1,0.258,WAS,ORL,2020-12-26 0:00,2021,0
0.448,0.364,0.771,34.4,10.5,46.0,27.3,6.7,4.6,13.4,17.4,105.1,-0.05,114.5,-0.9,99.0,0.254,CHI,IND,2020-12-26 0:00,2021,0
0.444,0.351,0.839,34.3,10.7,45.5,25.5,7.3,5.0,14.7,18.7,117.6,-0.18,108.3,2.4,95.9,0.252,NYK,PHI,2020-12-26 0:00,2021,0
0.482,0.339,0.823,35.3,9.8,45.2,25.2,7.9,4.2,15.8,17.9,103.5,-0.01,114.0,-1.9,98.3,0.222,CHA,OKC,2020-12-26 0:00,2021,0
0.429,0.389,0.76,35.4,8.8,46.9,23.5,7.0,4.4,15.9,19.7,112.4,0.15,112.4,-1.8,98.9,0.24,SAS,TOR,2020-12-26 0:00,2021,1
0.475,0.362,0.785,35.5,9.2,42.0,23.7,7.5,5.4,14.5,20.6,111.2,0.23,113.0,-3.6,100.0,0.288,SAC,PHX,2020-12-26 0:00,2021,1
0.468,0.35,0.79,34.5,9.2,42.7,27.1,7.5,4.1,14.4,19.2,107.1,0.09,114.9,-4.5,97.9,0.278,DET,CLE,2020-12-26 0:00,2021,0
0.455,0.351,0.729,34.9,10.0,47.0,22.1,7.0,5.2,13.5,16.9,117.2,0.01,111.4,1.8,98.4,0.238,POR,HOU,2020-12-26 0:00,2021,1
0.45,0.369,0.775,35.8,9.4,45.9,26.7,9.0,5.3,13.4,19.9,115.4,0.04,113.0,1.0,100.4,0.261,MEM,ATL,2020-12-26 0:00,2021,0
0.453,0.349,0.812,34.4,9.3,46.4,26.9,6.7,4.2,13.9,17.9,111.0,-0.29,112.8,9.3,98.5,0.238,UTA,MIN,2020-12-26 0:00,2021,0
0.481,0.376,0.834,36.9,9.8,43.7,24.5,7.3,4.8,15.1,20.8,108.0,-0.16,112.5,6.4,96.9,0.248,LAC,DAL,2020-12-27 0:00,2021,0
0.468,0.389,0.767,34.3,10.7,44.9,24.7,7.0,5.4,13.6,18.3,110.9,-0.01,112.8,-1.8,104.1,0.239,WAS,ORL,2020-12-27 0:00,2021,0
0.45,0.377,0.745,34.4,10.3,41.3,26.6,7.8,5.0,15.0,20.4,109.5,-0.03,115.0,2.8,98.7,0.261,LAL,MIN,2020-12-27 0:00,2021,1
0.441,0.392,0.784,35.3,7.8,46.6,24.3,8.3,5.4,13.4,20.7,111.1,-0.08,110.1,0.0,101.6,0.242,IND,BOS,2020-12-27 0:00,2021,1
0.444,0.348,0.792,35.4,10.7,41.6,21.6,7.5,5.1,15.9,18.7,117.6,0.1,108.3,-0.3,100.1,0.252,NOP,SAS,2020-12-27 0:00,2021,1
0.476,0.373,0.804,35.7,10.7,44.3,23.9,7.9,5.2,13.3,19.4,117.1,-0.01,112.1,-1.9,98.3,0.293,CHA,BKN,2020-12-27 0:00,2021,1
0.494,0.374,0.823,34.8,8.9,45.2,27.3,6.7,4.6,14.4,19.0,118.3,-0.05,113.8,-0.9,99.0,0.258,CHI,GSW,2020-12-27 0:00,2021,0
0.481,0.343,0.803,34.9,11.6,45.2,23.6,7.5,6.2,13.7,17.8,113.5,0.23,113.8,-3.6,100.0,0.248,SAC,PHX,2020-12-27 0:00,2021,0
0.448,0.364,0.771,32.0,10.7,46.0,27.0,7.3,4.6,15.9,19.7,115.7,-0.18,113.3,2.4,95.9,0.254,NYK,MIL,2020-12-27 0:00,2021,1
0.452,0.339,0.739,36.7,10.0,44.4,25.0,7.9,5.4,15.3,20.1,113.2,0.25,107.6,-8.6,97.3,0.273,CLE,PHI,2020-12-27 0:00,2021,1
0.482,0.378,0.745,32.8,10.5,41.3,23.2,6.9,4.9,13.4,17.4,105.1,0.51,114.5,-10.5,101.0,0.222,OKC,UTA,2020-12-28 0:00,2021,0
0.455,0.392,0.74,35.5,8.8,41.9,24.3,8.2,4.6,14.2,19.7,112.4,-0.11,112.4,5.0,97.1,0.238,DEN,HOU,2020-12-28 0:00,2021,1
0.456,0.37,0.784,34.4,9.2,46.6,24.5,6.7,4.8,15.8,19.2,107.1,-0.27,114.9,4.5,99.5,0.242,BKN,MEM,2020-12-28 0:00,2021,0
0.441,0.35,0.771,34.5,8.9,46.0,24.3,7.1,5.4,13.5,19.4,117.2,-0.18,111.3,2.4,97.6,0.242,ATL,DET,2020-12-28 0:00,2021,1
0.448,0.376,0.759,34.9,8.9,43.3,25.2,7.8,4.2,14.4,19.0,118.3,-0.03,113.8,2.8,98.7,0.241,LAL,POR,2020-12-28 0:00,2021,0
0.476,0.356,0.785,34.7,9.7,42.0,26.7,8.3,6.2,14.5,19.0,111.1,-0.08,112.0,0.0,101.6,0.293,IND,BOS,2020-12-29 0:00,2021,0
0.453,0.349,0.729,32.0,9.3,47.0,27.0,7.5,4.6,13.3,17.9,111.0,0.23,112.8,-3.6,100.0,0.238,SAC,DEN,2020-12-29 0:00,2021,1
0.485,0.351,0.775,32.8,7.8,44.8,23.9,8.1,5.2,13.1,20.7,111.1,-0.09,110.1,0.0,96.6,0.219,MIA,MIL,2020-12-29 0:00,2021,0
0.462,0.374,0.76,36.7,11.0,46.9,24.9,9.1,4.5,13.5,18.5,112.0,-0.31,111.0,5.6,99.5,0.243,PHI,TOR,2020-12-29 0:00,2021,1
0.441,0.339,0.739,34.9,10.3,44.4,25.5,7.9,5.0,13.7,20.4,109.5,0.25,115.0,-8.6,97.3,0.242,CLE,NYK,2020-12-29 0:00,2021,0
0.472,0.368,0.76,33.5,9.8,46.9,24.4,6.9,5.1,13.4,20.8,108.0,0.51,112.5,-10.5,101.0,0.271,OKC,ORL,2020-12-29 0:00,2021,0
0.481,0.389,0.761,34.3,10.0,42.5,24.3,7.3,5.4,13.6,20.1,113.2,-0.15,107.6,5.9,97.2,0.248,PHX,NOP,2020-12-29 0:00,2021,1
0.466,0.373,0.745,35.3,9.2,41.3,26.7,7.0,6.2,12.4,19.2,107.1,-0.01,114.9,-1.8,104.1,0.234,WAS,CHI,2020-12-29 0:00,2021,0
0.45,0.358,0.767,34.0,9.5,44.9,25.0,7.5,5.4,14.2,21.3,112.0,0.09,112.5,-4.5,97.9,0.261,DET,GSW,2020-12-29 0:00,2021,0
0.487,0.376,0.792,36.9,10.0,41.6,24.3,7.3,4.6,14.5,16.9,117.2,-0.16,111.4,6.4,96.9,0.233,LAC,MIN,2020-12-29 0:00,2021,1
0.468,0.348,0.778,34.7,10.7,44.5,23.6,6.4,6.2,13.4,19.7,115.7,-0.01,113.3,2.4,97.3,0.244,DAL,CHA,2020-12-30 0:00,2021,0
0.468,0.343,0.761,36.9,8.3,44.3,25.2,7.3,4.2,13.5,19.5,111.2,-0.16,111.2,6.4,96.9,0.252,LAC,POR,2020-12-30 0:00,2021,1
0.462,0.392,0.769,32.2,7.8,43.1,24.5,7.0,5.2,15.2,20.7,111.1,0.15,110.1,-1.8,98.9,0.243,SAS,LAL,2020-12-30 0:00,2021,0
0.453,0.377,0.759,32.0,11.6,43.3,27.2,7.8,4.8,13.5,17.8,113.5,-0.14,113.8,1.5,98.3,0.238,BOS,MEM,2020-12-30 0:00,2021,1
0.448,0.356,0.784,34.9,10.5,46.6,27.4,8.1,4.4,15.3,17.4,105.1,-0.09,114.5,0.0,96.6,0.241,MIA,MIL,2020-12-30 0:00,2021,1
0.467,0.385,0.785,32.8,8.9,42.0,26.7,6.7,5.3,13.1,19.0,118.3,-0.27,113.8,4.5,99.5,0.232,BKN,ATL,2020-12-30 0:00,2021,1
0.494,0.389,0.804,35.1,10.7,44.3,24.5,8.6,5.2,13.3,19.4,117.1,-0.07,112.1,-0.5,99.2,0.258,TOR,NYK,2020-12-31 0:00,2021,1
0.485,0.376,0.761,33.6,11.0,42.5,25.0,7.0,5.4,14.4,18.5,112.0,0.29,111.0,-9.4,98.7,0.219,ORL,PHI,2020-12-31 0:00,2021,0
0.481,0.358,0.74,33.9,9.7,41.9,26.9,6.7,4.2,13.7,19.8,117.6,-0.29,111.2,9.3,98.5,0.248,UTA,PHX,2020-12-31 0:00,2021,0
0.482,0.348,0.839,33.5,10.8,45.5,27.4,6.9,4.4,14.4,19.2,117.8,0.51,116.0,-10.5,101.0,0.222,OKC,NOP,2020-12-31 0:00,2021,0
0.47,0.343,0.775,36.7,10.0,45.9,23.9,8.3,5.2,14.7,16.9,117.2,-0.08,111.4,0.0,101.6,0.242,IND,CLE,2020-12-31 0:00,2021,1
0.466,0.373,0.769,34.3,7.8,43.1,23.5,7.0,4.4,13.9,20.7,111.1,-0.01,110.1,-1.8,104.1,0.234,WAS,CHI,2020-12-31 0:00,2021,0
0.468,0.378,0.812,35.5,8.3,46.4,23.7,7.5,5.4,14.5,19.5,111.2,0.4,111.2,-7.8,101.4,0.252,HOU,SAC,2020-12-31 0:00,2021,1
0.456,0.374,0.761,32.2,11.6,44.3,24.4,7.9,5.1,15.8,17.8,113.5,-0.32,113.8,5.8,102.2,0.242,MIL,CHI,2021-01-01 0:00,2021,1
0.494,0.364,0.743,32.8,10.5,43.5,21.6,6.4,5.1,13.5,17.4,105.1,-0.01,114.5,2.4,97.3,0.258,DAL,MIA,2021-01-01 0:00,2021,1
0.476,0.392,0.823,35.8,10.7,45.2,25.2,7.0,4.2,13.3,19.7,115.7,0.15,113.3,-1.8,98.9,0.197,SAS,LAL,2021-01-01 0:00,2021,0
0.468,0.364,0.745,35.4,8.9,41.3,24.9,7.5,4.5,13.6,19.4,117.2,0.09,111.3,-4.5,97.9,0.278,DET,BOS,2021-01-01 0:00,2021,1
0.472,0.392,0.785,33.9,10.0,42.0,26.7,7.9,6.2,13.2,20.1,113.2,-0.01,107.6,-1.9,98.3,0.271,CHA,MEM,2021-01-01 0:00,2021,0
0.467,0.385,0.743,35.7,9.3,43.5,22.1,8.6,4.5,14.7,19.4,113.6,0.31,117.2,-5.5,101.6,0.232,MIN,WAS,2021-01-01 0:00,2021,0
0.448,0.377,0.725,33.6,10.0,45.0,27.0,8.0,4.6,14.4,21.1,110.6,0.04,108.2,1.0,102.2,0.241,GSW,POR,2021-01-01 0:00,2021,0
0.453,0.356,0.74,32.9,8.8,41.9,26.7,6.7,5.3,13.5,19.7,112.4,-0.29,112.4,9.3,98.5,0.238,UTA,LAC,2021-01-01 0:00,2021,1
0.468,0.354,0.767,34.4,8.9,44.9,26.9,8.2,4.2,13.4,19.0,118.3,-0.11,113.8,5.0,97.1,0.244,DEN,PHX,2021-01-01 0:00,2021,0
0.485,0.364,0.804,32.0,10.8,44.3,24.5,6.7,5.2,13.3,19.2,117.8,-0.27,116.0,4.5,99.5,0.219,BKN,ATL,2021-01-01 0:00,2021,0
0.476,0.339,0.745,34.3,10.7,41.3,21.6,7.5,5.1,13.2,19.4,117.1,0.1,112.1,-0.3,100.1,0.293,NOP,TOR,2021-01-02 0:00,2021,1
0.468,0.392,0.761,32.9,11.0,42.5,26.7,7.1,6.2,13.9,18.5,112.0,-0.18,111.0,2.4,97.6,0.239,ATL,CLE,2021-01-02 0:00,2021,0
0.448,0.356,0.759,35.2,9.7,43.3,23.5,9.1,4.4,15.8,19.2,109.9,-0.31,107.1,5.6,99.5,0.254,PHI,CHA,2021-01-02 0:00,2021,1
0.444,0.351,0.839,32.8,9.3,45.5,22.1,7.0,4.5,14.4,19.4,113.6,0.29,117.2,-9.4,98.7,0.252,ORL,OKC,2021-01-02 0:00,2021,0
0.45,0.376,0.761,34.9,9.2,44.3,24.3,8.3,4.6,13.6,19.2,107.1,-0.08,114.9,0.0,101.6,0.261,IND,NYK,2021-01-02 0:00,2021,0
0.468,0.348,0.784,35.5,10.0,46.6,23.9,7.5,5.2,15.1,21.1,110.6,0.4,108.2,-7.8,101.4,0.278,HOU,SAC,2021-01-02 0:00,2021,1
0.448,0.374,0.725,32.0,11.0,45.0,23.2,7.3,4.9,15.0,18.5,112.0,-0.15,111.0,5.9,97.2,0.241,PHX,LAC,2021-01-03 0:00,2021,0
0.482,0.389,0.815,32.2,9.8,41.9,24.5,6.7,4.8,12.7,20.8,108.0,-0.27,112.5,4.5,99.5,0.222,BKN,WAS,2021-01-03 0:00,2021,0
0.474,0.354,0.767,33.5,7.8,44.9,24.5,6.7,4.8,13.5,20.7,111.1,-0.05,110.1,-0.9,99.0,0.227,CHI,DAL,2021-01-03 0:00,2021,1
0.468,0.389,0.823,35.8,11.6,45.2,27.2,7.0,4.8,15.1,17.8,113.5,0.15,113.8,-1.8,98.9,0.239,SAS,UTA,2021-01-03 0:00,2021,0
0.468,0.349,0.803,33.6,10.8,45.2,25.8,8.0,4.3,13.9,20.7,114.0,0.04,112.5,1.0,102.2,0.244,GSW,POR,2021-01-03 0:00,2021,1
0.487,0.364,0.792,36.7,10.0,43.8,24.3,9.0,4.6,15.2,16.9,117.2,0.04,111.4,1.0,100.4,0.233,MEM,LAL,2021-01-03 0:00,2021,0
0.481,0.374,0.725,35.2,9.7,45.0,27.0,8.6,4.6,12.7,19.2,109.9,0.31,107.1,-5.5,101.6,0.248,MIN,DEN,2021-01-03 0:00,2021,0
0.462,0.364,0.739,32.4,10.0,44.4,27.1,7.5,4.1,14.4,16.9,117.2,0.09,111.4,-4.5,97.9,0.243,DET,BOS,2021-01-03 0:00,2021,0
0.448,0.362,0.745,34.9,10.3,41.3,23.6,9.1,6.2,12.4,20.4,109.5,-0.31,115.0,5.6,99.5,0.241,PHI,CHA,2021-01-04 0:00,2021,1
0.474,0.369,0.775,34.4,9.3,44.8,27.4,7.5,4.4,14.2,19.4,113.6,0.4,117.2,-7.8,101.4,0.227,HOU,DAL,2021-01-04 0:00,2021,0
0.448,0.351,0.743,34.5,10.0,43.5,23.9,8.6,5.2,13.6,20.1,113.2,-0.07,107.6,-0.5,99.2,0.254,TOR,BOS,2021-01-04 0:00,2021,0
0.45,0.351,0.76,34.6,8.8,46.9,22.1,7.9,4.5,13.5,19.7,112.4,-0.32,112.4,5.8,102.2,0.261,MIL,DET,2021-01-04 0:00,2021,1
0.476,0.392,0.799,35.2,9.4,48.8,24.4,7.1,5.1,13.2,19.9,115.4,-0.18,113.0,2.4,97.6,0.293,ATL,NYK,2021-01-04 0:00,2021,0
0.482,0.376,0.79,34.7,10.7,42.7,24.3,8.1,5.4,13.0,18.3,110.9,-0.09,112.8,0.0,96.6,0.222,MIA,OKC,2021-01-04 0:00,2021,1
0.452,0.392,0.792,32.0,9.2,43.8,23.2,8.0,4.9,14.7,20.6,111.2,0.04,113.0,1.0,102.2,0.273,GSW,SAC,2021-01-04 0:00,2021,1
0.455,0.349,0.823,34.0,9.8,45.2,27.1,7.5,4.1,13.5,20.8,108.0,0.1,112.5,-0.3,100.1,0.238,NOP,IND,2021-01-04 0:00,2021,0
0.49,0.339,0.815,32.9,10.0,41.9,24.5,7.0,5.2,15.2,21.1,110.6,0.29,108.2,-9.4,98.7,0.212,ORL,CLE,2021-01-04 0:00,2021,1
0.494,0.343,0.771,36.9,7.8,46.0,27.4,6.7,4.4,15.1,20.7,111.1,-0.27,110.1,4.5,99.5,0.258,BKN,UTA,2021-01-05 0:00,2021,1
0.452,0.351,0.804,38.0,8.9,44.3,22.1,8.2,5.2,13.2,19.0,118.3,-0.11,113.8,5.0,97.1,0.273,DEN,MIN,2021-01-05 0:00,2021,1
0.448,0.373,0.803,34.4,10.3,45.2,24.3,9.0,5.4,12.4,20.4,109.5,0.04,115.0,1.0,100.4,0.254,MEM,LAL,2021-01-05 0:00,2021,0
0.476,0.369,0.745,34.6,9.2,41.3,23.9,7.3,5.2,13.0,19.2,107.1,-0.16,114.9,6.4,96.9,0.197,LAC,SAS,2021-01-05 0:00,2021,0
0.49,0.336,0.839,34.4,9.7,45.5,24.4,7.0,5.1,15.8,19.8,117.6,0.01,111.2,1.8,98.4,0.212,POR,CHI,2021-01-05 0:00,2021,0
0.468,0.385,0.778,32.4,10.5,44.5,25.0,7.9,5.4,14.4,17.4,105.1,-0.32,114.5,5.8,102.2,0.244,MIL,DET,2021-01-06 0:00,2021,1
0.47,0.364,0.775,34.9,9.2,44.8,21.7,8.0,4.3,14.5,20.6,111.2,0.04,113.0,1.0,102.2,0.242,GSW,LAC,2021-01-06 0:00,2021,0
0.466,0.376,0.79,35.5,10.7,42.7,24.3,8.1,3.9,13.5,19.7,115.7,-0.09,113.3,0.0,96.6,0.234,MIA,BOS,2021-01-06 0:00,2021,0
0.462,0.336,0.784,34.5,10.7,46.6,27.2,7.5,4.8,13.5,18.3,110.9,0.1,112.8,-0.3,100.1,0.243,NOP,OKC,2021-01-06 0:00,2021,0
0.453,0.339,0.804,32.0,10.6,44.3,25.8,7.0,4.3,15.0,18.5,105.8,0.29,114.4,-9.4,98.7,0.238,ORL,CLE,2021-01-06 0:00,2021,1
0.482,0.339,0.791,35.8,10.8,45.1,22.1,7.1,4.5,14.5,19.2,117.8,-0.18,116.0,2.4,97.6,0.222,ATL,CHA,2021-01-06 0:00,2021,0
0.487,0.374,0.812,35.1,9.3,46.4,27.1,7.3,4.1,15.8,19.4,113.6,-0.15,117.2,5.9,97.2,0.233,PHX,TOR,2021-01-06 0:00,2021,1
0.474,0.392,0.739,34.0,7.8,44.4,23.7,9.1,5.4,14.7,20.7,111.1,-0.31,110.1,5.6,99.5,0.227,PHI,WAS,2021-01-06 0:00,2021,1
0.429,0.364,0.771,34.4,10.6,46.0,27.0,7.5,4.6,14.5,18.5,105.8,0.23,114.4,-3.6,100.0,0.24,SAC,CHI,2021-01-06 0:00,2021,1
0.468,0.349,0.815,36.7,9.8,41.9,27.2,7.3,4.8,14.4,17.9,103.5,-0.18,114.0,2.4,95.9,0.239,NYK,UTA,2021-01-06 0:00,2021,1
0.494,0.351,0.823,35.5,9.2,45.2,23.5,8.3,4.4,12.7,19.2,107.1,-0.08,114.9,0.0,101.6,0.258,IND,HOU,2021-01-06 0:00,2021,1
0.476,0.369,0.799,35.5,10.0,48.8,24.4,6.7,5.1,14.4,20.1,113.2,-0.27,107.6,4.5,99.5,0.197,BKN,PHI,2021-01-07 0:00,2021,1
0.452,0.392,0.803,35.7,8.9,45.2,26.9,7.0,4.2,13.0,19.0,118.3,0.01,113.8,1.8,98.4,0.273,POR,MIN,2021-01-07 0:00,2021,1
0.453,0.339,0.767,34.7,9.3,44.9,25.8,8.2,4.3,13.3,19.4,113.6,-0.11,117.2,5.0,97.1,0.238,DEN,DAL,2021-01-07 0:00,2021,0
0.474,0.368,0.785,34.9,10.3,42.0,24.3,9.0,5.4,14.5,20.4,109.5,0.04,115.0,1.0,100.4,0.227,MEM,CLE,2021-01-07 0:00,2021,0
0.47,0.374,0.761,32.4,9.8,42.5,27.3,7.8,4.6,14.5,20.8,108.0,-0.03,112.5,2.8,98.7,0.242,LAL,SAS,2021-01-07 0:00,2021,0
0.429,0.385,0.74,34.4,9.7,41.9,22.1,7.5,5.2,15.1,19.8,117.6,0.23,111.2,-3.6,100.0,0.24,SAC,TOR,2021-01-08 0:00,2021,0
0.45,0.377,0.743,38.0,10.7,43.5,24.3,7.5,3.9,12.7,18.3,110.9,0.4,112.8,-7.8,101.4,0.261,HOU,ORL,2021-01-08 0:00,2021,1
0.468,0.35,0.812,34.5,10.0,46.4,25.0,7.3,5.4,13.4,21.1,110.6,-0.18,108.2,2.4,95.9,0.244,NYK,OKC,2021-01-08 0:00,2021,0
0.444,0.339,0.815,34.9,9.8,41.9,26.7,9.0,6.2,13.3,17.9,103.5,0.04,114.0,1.0,100.4,0.252,MEM,BKN,2021-01-08 0:00,2021,1
0.468,0.354,0.839,34.3,9.5,45.5,25.8,7.5,4.3,14.4,21.3,112.0,0.09,112.5,-4.5,97.9,0.278,DET,PHX,2021-01-08 0:00,2021,1
0.468,0.364,0.792,32.2,10.0,41.6,24.3,8.0,4.6,13.9,20.1,113.2,0.04,107.6,1.0,102.2,0.278,GSW,LAC,2021-01-08 0:00,2021,1
0.455,0.374,0.785,32.8,10.8,42.0,23.5,7.5,4.4,15.9,19.2,117.8,0.1,116.0,-0.3,100.1,0.238,NOP,CHA,2021-01-08 0:00,2021,0
0.477,0.336,0.799,32.9,10.7,48.8,26.9,7.8,4.2,13.7,19.4,117.1,-0.14,112.1,1.5,98.3,0.293,BOS,WAS,2021-01-08 0:00,2021,1
0.45,0.389,0.76,35.7,9.3,46.9,24.4,7.9,5.1,15.0,17.9,111.0,-0.32,112.8,5.8,102.2,0.261,MIL,UTA,2021-01-08 0:00,2021,0
0.468,0.389,0.745,32.4,9.8,41.3,24.9,7.8,4.5,14.5,17.9,103.5,-0.03,114.0,2.8,98.7,0.239,LAL,CHI,2021-01-08 0:00,2021,1
0.468,0.358,0.792,35.8,9.7,43.8,27.1,7.9,4.1,13.0,19.2,109.9,-0.32,107.1,5.8,102.2,0.252,MIL,CLE,2021-01-09 0:00,2021,1
0.476,0.35,0.815,32.8,9.3,41.9,21.7,8.6,4.3,14.5,19.4,113.6,0.31,117.2,-5.5,101.6,0.293,MIN,SAS,2021-01-09 0:00,2021,0
0.49,0.385,0.792,34.3,10.8,41.6,24.5,7.5,4.8,14.2,20.7,114.0,0.23,112.5,-3.6,100.0,0.212,SAC,POR,2021-01-09 0:00,2021,0
0.468,0.368,0.761,38.0,10.6,42.5,24.3,9.1,3.9,14.7,18.5,105.8,-0.31,114.4,5.6,99.5,0.244,PHI,DEN,2021-01-09 0:00,2021,0
0.429,0.356,0.743,36.9,10.0,43.5,23.9,8.3,5.2,15.0,16.9,117.2,-0.08,111.4,0.0,101.6,0.24,IND,PHX,2021-01-09 0:00,2021,0
0.462,0.392,0.767,32.0,10.7,44.9,26.7,6.4,6.2,12.4,18.7,117.6,-0.01,108.3,2.4,97.3,0.243,DAL,ORL,2021-01-09 0:00,2021,1
0.448,0.377,0.839,34.6,8.3,45.5,27.0,7.9,4.6,15.2,19.5,111.2,-0.01,111.2,-1.9,98.3,0.241,CHA,ATL,2021-01-09 0:00,2021,1
0.444,0.364,0.759,32.4,9.3,43.3,22.1,7.0,4.5,14.5,17.9,111.0,-0.01,112.8,-1.8,104.1,0.252,WAS,MIA,2021-01-09 0:00,2021,0
0.468,0.362,0.761,32.8,10.8,44.3,26.7,7.5,5.3,13.3,19.2,117.8,0.09,116.0,-4.5,97.9,0.252,DET,UTA,2021-01-10 0:00,2021,0
0.452,0.374,0.834,32.2,9.5,43.7,27.1,7.3,4.1,13.7,21.3,112.0,-0.18,112.5,2.4,95.9,0.273,NYK,DEN,2021-01-10 0:00,2021,0
0.49,0.358,0.804,32.9,11.0,44.3,25.8,8.0,4.3,13.4,18.5,112.0,0.04,111.0,1.0,102.2,0.212,GSW,TOR,2021-01-10 0:00,2021,1
0.456,0.392,0.759,34.9,8.9,43.3,21.7,6.7,4.3,13.7,19.0,118.3,-0.27,113.8,4.5,99.5,0.242,BKN,OKC,2021-01-10 0:00,2021,0
0.448,0.392,0.761,35.8,10.7,42.5,25.5,8.6,5.0,13.9,19.4,117.1,0.31,112.1,-5.5,101.6,0.241,MIN,SAS,2021-01-10 0:00,2021,1
0.468,0.37,0.791,33.5,9.3,45.1,24.5,7.5,4.8,13.2,19.4,113.6,0.4,117.2,-7.8,101.4,0.244,HOU,LAL,2021-01-10 0:00,2021,0
0.462,0.373,0.834,33.6,9.7,43.7,26.9,7.3,4.2,14.5,19.8,117.6,-0.16,111.2,6.4,96.9,0.243,LAC,CHI,2021-01-10 0:00,2021,1
0.448,0.354,0.799,34.8,9.4,48.8,27.2,7.0,4.8,15.8,19.9,115.4,0.29,113.0,-9.4,98.7,0.254,ORL,MIL,2021-01-11 0:00,2021,0
0.441,0.356,0.778,35.5,10.8,44.5,24.4,7.0,5.1,12.4,20.7,114.0,-0.01,112.5,-1.8,104.1,0.242,WAS,PHX,2021-01-11 0:00,2021,1
0.475,0.368,0.775,33.5,8.3,44.8,24.3,7.1,4.6,15.2,19.5,111.2,-0.18,111.2,2.4,97.6,0.288,ATL,PHI,2021-01-11 0:00,2021,1
0.455,0.385,0.792,32.2,10.0,43.8,24.9,7.9,4.5,13.5,21.1,110.6,-0.01,108.2,-1.9,98.3,0.238,CHA,NYK,2021-01-11 0:00,2021,1
0.477,0.389,0.823,35.5,8.9,45.2,24.7,7.9,5.4,14.5,19.0,118.3,0.25,113.8,-8.6,97.3,0.293,CLE,MEM,2021-01-11 0:00,2021,0
0.429,0.377,0.839,34.8,9.7,45.5,26.6,7.0,5.0,15.9,19.0,111.1,0.01,112.0,1.8,98.4,0.24,POR,TOR,2021-01-11 0:00,2021,1
0.468,0.374,0.76,38.0,10.7,46.9,23.5,7.5,4.4,13.5,19.7,115.7,0.23,113.3,-3.6,100.0,0.252,SAC,IND,2021-01-11 0:00,2021,1
0.466,0.376,0.792,35.1,9.7,41.6,24.5,8.0,4.8,13.7,19.2,109.9,0.04,107.1,1.0,102.2,0.234,GSW,IND,2021-01-12 0:00,2021,0
0.468,0.349,0.775,34.0,11.0,45.9,23.6,7.9,6.2,14.4,18.5,112.0,0.25,111.0,-8.6,97.3,0.239,CLE,UTA,2021-01-12 0:00,2021,0
0.455,0.339,0.785,34.6,9.5,42.0,21.7,6.9,4.3,13.2,21.3,112.0,0.51,112.5,-10.5,101.0,0.238,OKC,SAS,2021-01-12 0:00,2021,0
0.47,0.336,0.804,34.4,10.8,44.3,27.2,7.5,4.8,14.7,19.2,117.8,0.4,116.0,-7.8,101.4,0.242,HOU,LAL,2021-01-12 0:00,2021,0
0.462,0.373,0.791,35.8,10.7,45.1,27.4,9.1,4.4,13.0,18.7,117.6,-0.31,108.3,5.6,99.5,0.243,PHI,MIA,2021-01-12 0:00,2021,1
0.476,0.368,0.759,36.9,10.7,43.3,22.1,6.7,4.5,13.5,19.4,117.1,-0.27,112.1,4.5,99.5,0.197,BKN,DEN,2021-01-12 0:00,2021,1
0.477,0.364,0.823,32.8,10.0,45.2,24.3,7.5,4.6,14.5,20.1,113.2,0.23,107.6,-3.6,100.0,0.293,SAC,POR,2021-01-13 0:00,2021,0
0.448,0.376,0.792,35.4,7.8,41.6,26.7,8.6,5.3,14.5,20.7,111.1,0.31,110.1,-5.5,101.6,0.241,MIN,MEM,2021-01-13 0:00,2021,0
0.485,0.389,0.778,34.3,10.3,44.5,26.7,7.5,6.2,15.9,20.4,109.5,0.09,115.0,-4.5,97.9,0.219,DET,MIL,2021-01-13 0:00,2021,0
0.456,0.389,0.775,35.5,9.2,45.9,25.2,7.3,4.2,13.4,19.2,107.1,-0.16,114.9,6.4,96.9,0.242,LAC,NOP,2021-01-13 0:00,2021,1
0.475,0.364,0.743,35.5,10.6,43.5,27.1,7.9,4.1,13.5,18.5,105.8,-0.01,114.4,-1.9,98.3,0.288,CHA,DAL,2021-01-13 0:00,2021,0
0.448,0.35,0.799,33.5,10.7,48.8,24.7,7.3,5.4,15.2,19.7,115.7,-0.18,113.3,2.4,95.9,0.254,NYK,BKN,2021-01-13 0:00,2021,0
0.474,0.368,0.74,34.4,9.5,41.9,21.7,6.9,4.3,15.0,21.3,112.0,0.51,112.5,-10.5,101.0,0.227,OKC,LAL,2021-01-13 0:00,2021,0
0.477,0.364,0.812,32.8,9.7,46.4,23.5,8.6,4.4,15.8,19.8,117.6,-0.07,111.2,-0.5,99.2,0.293,TOR,CHA,2021-01-14 0:00,2021,1
0.45,0.349,0.812,35.1,8.8,46.4,22.1,9.1,5.2,13.5,19.7,112.4,-0.31,112.4,5.6,99.5,0.261,PHI,MIA,2021-01-14 0:00,2021,1
