FG.,percent_3pt,percent_FT,DRB,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,StrengthOfSchedule,DRtg,NRtg,Pace,FTr,team_abbreviation_home,team_abbreviation_away,game_date,game_yearEnd,wl_home
0.47,0.336,0.761,35.4,7.8,44.3,22.1,7.0,4.5,15.3,20.7,111.1,0.01,110.1,1.8,98.4,0.242,POR,IND,2021-01-14 0:00,2021,0
0.476,0.374,0.729,32.9,10.7,47.0,25.5,8.2,5.0,13.1,18.7,117.6,-0.11,108.3,5.0,97.1,0.197,DEN,GSW,2021-01-14 0:00,2021,1
0.462,0.351,0.743,38.0,10.0,43.5,23.2,7.0,4.9,12.4,16.9,117.2,0.15,111.4,-1.8,98.9,0.243,SAS,HOU,2021-01-14 0:00,2021,0
0.487,0.369,0.785,32.8,9.3,42.0,24.3,6.9,4.6,13.5,19.4,113.6,0.51,117.2,-10.5,101.0,0.233,OKC,CHI,2021-01-15 0:00,2021,1
0.468,0.378,0.79,35.7,9.3,42.7,24.5,7.8,4.8,14.4,17.9,111.0,-0.03,112.8,2.8,98.7,0.252,LAL,NOP,2021-01-15 0:00,2021,1
0.441,0.392,0.767,35.7,9.5,44.9,23.6,7.5,6.2,15.9,21.3,112.0,0.23,112.5,-3.6,100.0,0.242,SAC,LAC,2021-01-15 0:00,2021,0
0.468,0.351,0.834,33.6,8.8,43.7,25.8,7.8,4.3,15.0,19.7,112.4,-0.14,112.4,1.5,98.3,0.278,BOS,ORL,2021-01-15 0:00,2021,1
0.475,0.349,0.799,35.3,10.3,48.8,22.1,7.9,5.2,12.7,20.4,109.5,0.25,115.0,-8.6,97.3,0.288,CLE,NYK,2021-01-15 0:00,2021,1
0.468,0.37,0.775,32.9,10.6,45.9,26.7,7.9,6.2,13.0,18.5,105.8,-0.32,114.4,5.8,102.2,0.244,MIL,DAL,2021-01-15 0:00,2021,1
0.474,0.378,0.792,34.3,10.0,43.8,27.4,6.7,4.4,15.8,20.1,113.2,-0.29,107.6,9.3,98.5,0.227,UTA,ATL,2021-01-15 0:00,2021,1
0.468,0.389,0.815,34.4,9.7,41.9,27.2,8.1,4.8,13.5,19.8,117.6,-0.09,111.2,0.0,96.6,0.239,MIA,DET,2021-01-16 0:00,2021,0
0.429,0.362,0.74,34.9,9.8,41.9,25.2,7.0,4.2,13.2,20.8,108.0,0.15,112.5,-1.8,98.9,0.24,SAS,HOU,2021-01-16 0:00,2021,1
0.494,0.374,0.79,34.8,10.7,42.7,24.4,7.0,5.1,13.6,18.3,110.9,0.01,112.8,1.8,98.4,0.258,POR,ATL,2021-01-16 0:00,2021,1
0.468,0.35,0.759,38.0,8.9,43.3,27.3,8.6,4.6,14.5,19.4,117.2,-0.07,111.3,-0.5,99.2,0.252,TOR,CHA,2021-01-16 0:00,2021,1
0.477,0.385,0.834,35.4,8.9,43.7,26.9,9.0,4.2,15.3,19.0,118.3,0.04,113.8,1.0,100.4,0.293,MEM,PHI,2021-01-16 0:00,2021,1
0.441,0.389,0.784,34.6,9.8,46.6,24.7,6.7,5.4,15.9,20.8,108.0,-0.27,112.5,4.5,99.5,0.242,BKN,ORL,2021-01-16 0:00,2021,1
0.481,0.364,0.815,32.4,10.3,41.9,26.6,8.2,5.0,12.4,20.4,109.5,-0.11,115.0,5.0,97.1,0.248,DEN,UTA,2021-01-17 0:00,2021,0
0.468,0.343,0.799,32.8,9.7,48.8,27.4,7.5,4.4,13.4,19.0,111.1,0.23,112.0,-3.6,100.0,0.278,SAC,NOP,2021-01-17 0:00,2021,0
0.476,0.376,0.792,34.4,8.9,43.8,23.5,7.3,4.4,13.0,19.4,117.2,-0.16,111.3,6.4,96.9,0.197,LAC,IND,2021-01-17 0:00,2021,1
0.455,0.392,0.761,33.5,10.7,42.5,27.2,6.4,4.8,13.4,18.7,117.6,-0.01,108.3,2.4,97.3,0.238,DAL,CHI,2021-01-17 0:00,2021,0
0.462,0.37,0.725,34.8,9.4,45.0,21.6,7.8,5.1,14.5,19.9,115.4,-0.14,113.0,1.5,98.3,0.243,BOS,NYK,2021-01-17 0:00,2021,0
0.45,0.351,0.769,36.7,10.8,43.1,24.4,8.1,5.1,15.8,20.7,114.0,-0.09,112.5,0.0,96.6,0.261,MIA,DET,2021-01-18 0:00,2021,1
0.487,0.385,0.761,32.4,9.3,44.3,23.9,7.3,5.2,13.5,17.9,111.0,-0.18,112.8,2.4,95.9,0.233,NYK,ORL,2021-01-18 0:00,2021,1
0.472,0.364,0.729,38.0,10.8,47.0,25.5,6.7,5.0,14.4,19.2,117.8,-0.27,116.0,4.5,99.5,0.271,BKN,MIL,2021-01-18 0:00,2021,1
0.467,0.362,0.775,34.6,9.7,45.9,27.1,6.7,4.1,14.5,19.8,117.6,-0.05,111.2,-0.9,99.0,0.232,CHI,HOU,2021-01-18 0:00,2021,1
0.47,0.343,0.79,32.2,10.0,42.7,25.8,7.1,4.3,13.4,16.9,117.2,-0.18,111.4,2.4,97.6,0.242,ATL,MIN,2021-01-18 0:00,2021,1
0.468,0.336,0.775,35.2,8.8,44.8,24.5,7.8,5.2,13.2,19.7,112.4,-0.03,112.4,2.8,98.7,0.278,LAL,GSW,2021-01-18 0:00,2021,0
0.476,0.389,0.785,33.9,10.5,42.0,25.0,9.0,5.4,12.7,17.4,105.1,0.04,114.5,1.0,100.4,0.293,MEM,PHX,2021-01-18 0:00,2021,1
0.441,0.339,0.761,33.6,7.8,44.3,27.3,8.6,4.6,15.0,20.7,111.1,-0.07,110.1,-0.5,99.2,0.242,TOR,DAL,2021-01-18 0:00,2021,1
0.455,0.373,0.778,35.3,8.9,44.5,27.4,7.0,4.4,13.6,19.0,118.3,0.01,113.8,1.8,98.4,0.238,POR,SAS,2021-01-18 0:00,2021,0
0.49,0.373,0.792,35.4,9.7,43.8,23.5,6.7,4.4,13.7,19.0,111.1,-0.29,112.0,9.3,98.5,0.212,UTA,NOP,2021-01-19 0:00,2021,1
0.429,0.369,0.791,34.4,9.8,45.1,26.6,8.2,5.0,15.2,20.8,108.0,-0.11,112.5,5.0,97.1,0.24,DEN,OKC,2021-01-19 0:00,2021,1
0.45,0.348,0.729,34.0,10.8,47.0,26.9,9.1,4.2,15.3,19.2,117.8,-0.31,116.0,5.6,99.5,0.261,PHI,BOS,2021-01-20 0:00,2021,1
0.494,0.336,0.815,34.3,8.8,41.9,26.7,8.0,5.3,13.1,19.7,112.4,0.04,112.4,1.0,102.2,0.258,GSW,SAS,2021-01-20 0:00,2021,1
0.474,0.376,0.803,33.6,9.4,45.2,24.3,8.6,3.9,12.7,19.9,115.4,0.31,113.0,-5.5,101.6,0.227,MIN,ORL,2021-01-20 0:00,2021,0
0.482,0.358,0.784,35.1,10.5,46.6,24.7,7.5,5.4,12.4,17.4,105.1,0.4,114.5,-7.8,101.4,0.222,HOU,PHX,2021-01-20 0:00,2021,0
0.468,0.374,0.769,34.6,10.6,43.1,23.7,7.9,5.4,15.0,18.5,105.8,0.25,114.4,-8.6,97.3,0.252,CLE,BKN,2021-01-20 0:00,2021,1
0.472,0.378,0.761,35.5,10.7,42.5,24.5,7.1,5.2,14.4,18.7,117.6,-0.18,108.3,2.4,97.6,0.271,ATL,DET,2021-01-20 0:00,2021,1
0.441,0.389,0.792,35.3,9.2,41.6,27.0,8.6,4.6,13.4,19.2,107.1,-0.07,114.9,-0.5,99.2,0.242,TOR,MIA,2021-01-20 0:00,2021,0
0.47,0.343,0.729,32.4,10.7,47.0,21.6,7.3,5.1,14.5,19.7,115.7,-0.16,113.3,6.4,96.9,0.242,LAC,SAC,2021-01-20 0:00,2021,1
0.456,0.35,0.743,34.5,10.7,43.5,23.2,8.3,4.9,14.5,19.7,115.7,-0.08,113.3,0.0,101.6,0.242,IND,DAL,2021-01-20 0:00,2021,0
0.429,0.368,0.778,36.7,10.7,44.5,23.5,8.0,4.4,15.1,18.3,110.9,0.04,112.8,1.0,102.2,0.24,GSW,NYK,2021-01-21 0:00,2021,0
0.481,0.339,0.791,33.9,11.6,45.1,23.9,6.7,5.2,13.9,17.8,113.5,-0.29,113.8,9.3,98.5,0.248,UTA,NOP,2021-01-21 0:00,2021,1
0.444,0.358,0.792,32.2,10.6,43.8,26.9,7.9,4.2,13.7,18.5,105.8,-0.32,114.4,5.8,102.2,0.252,MIL,LAL,2021-01-21 0:00,2021,0
0.45,0.351,0.76,32.8,7.8,46.9,24.5,7.5,4.8,12.7,20.7,111.1,0.23,110.1,-3.6,100.0,0.261,SAC,NYK,2021-01-22 0:00,2021,1
0.468,0.378,0.79,35.3,8.3,42.7,25.5,7.0,5.0,12.4,19.5,111.2,0.15,111.2,-1.8,98.9,0.278,SAS,DAL,2021-01-22 0:00,2021,0
0.476,0.392,0.725,32.9,10.0,45.0,21.6,8.6,5.1,13.1,20.1,113.2,-0.07,107.6,-0.5,99.2,0.293,TOR,MIA,2021-01-22 0:00,2021,1
0.477,0.368,0.812,35.1,8.9,46.4,27.2,8.3,4.8,15.2,19.4,117.2,-0.08,111.3,0.0,101.6,0.293,IND,ORL,2021-01-22 0:00,2021,1
0.456,0.389,0.769,35.5,10.7,43.1,24.3,8.6,3.9,13.5,18.7,117.6,0.31,108.3,-5.5,101.6,0.242,MIN,ATL,2021-01-22 0:00,2021,0
0.474,0.35,0.799,34.6,10.5,48.8,27.3,7.9,4.6,13.7,17.4,105.1,0.25,114.5,-8.6,97.3,0.227,CLE,BKN,2021-01-22 0:00,2021,1
0.49,0.349,0.792,36.9,9.3,41.6,23.7,9.1,5.4,15.3,17.9,111.0,-0.31,112.8,5.6,99.5,0.212,PHI,BOS,2021-01-22 0:00,2021,1
0.455,0.339,0.785,34.4,9.5,42.0,24.7,7.3,5.4,14.2,21.3,112.0,-0.16,112.5,6.4,96.9,0.238,LAC,OKC,2021-01-22 0:00,2021,1
0.482,0.351,0.775,35.2,9.2,45.9,27.0,7.5,4.6,15.1,19.2,107.1,0.09,114.9,-4.5,97.9,0.222,DET,HOU,2021-01-22 0:00,2021,0
0.462,0.369,0.804,35.7,8.3,44.3,24.5,7.9,4.8,14.7,19.5,111.2,-0.01,111.2,-1.9,98.3,0.243,CHA,CHI,2021-01-22 0:00,2021,0
0.485,0.348,0.79,33.9,9.8,42.7,27.4,7.3,4.4,14.5,20.8,108.0,-0.15,112.5,5.9,97.2,0.219,PHX,DEN,2021-01-22 0:00,2021,0
0.476,0.343,0.729,38.0,8.9,47.0,22.1,6.7,5.2,12.4,19.4,117.2,-0.27,111.3,4.5,99.5,0.197,BKN,MIA,2021-01-23 0:00,2021,1
0.472,0.358,0.725,32.8,10.0,45.0,23.9,7.5,5.2,14.4,21.1,110.6,0.09,108.2,-4.5,97.9,0.271,DET,PHI,2021-01-23 0:00,2021,0
0.467,0.374,0.745,34.3,9.5,41.3,24.3,8.6,5.4,15.2,21.3,112.0,0.31,112.5,-5.5,101.6,0.232,MIN,NOP,2021-01-23 0:00,2021,1
0.49,0.376,0.812,35.4,10.7,46.4,24.3,6.7,3.9,13.5,18.7,117.6,-0.05,108.3,-0.9,99.0,0.212,CHI,LAL,2021-01-23 0:00,2021,0
0.47,0.369,0.791,35.5,9.3,45.1,25.5,7.3,5.0,13.4,17.9,111.0,-0.15,112.8,5.9,97.2,0.242,PHX,DEN,2021-01-23 0:00,2021,0
0.455,0.362,0.761,34.4,10.3,44.3,27.4,6.7,4.4,15.0,20.4,109.5,-0.29,115.0,9.3,98.5,0.238,UTA,GSW,2021-01-23 0:00,2021,1
0.453,0.35,0.792,35.3,9.8,43.8,27.3,6.4,4.6,13.7,17.9,103.5,-0.01,114.0,2.4,97.3,0.238,DAL,HOU,2021-01-23 0:00,2021,0
0.462,0.37,0.743,35.2,9.2,43.5,21.7,7.8,4.3,13.7,20.6,111.2,-0.14,113.0,1.5,98.3,0.243,BOS,CLE,2021-01-24 0:00,2021,1
0.468,0.348,0.76,32.0,10.7,46.9,25.2,7.0,4.2,14.2,18.3,110.9,0.15,112.8,-1.8,98.9,0.244,SAS,WAS,2021-01-24 0:00,2021,1
0.481,0.368,0.739,35.7,11.6,44.4,24.5,7.0,5.2,15.3,17.8,113.5,0.01,113.8,1.8,98.4,0.248,POR,NYK,2021-01-24 0:00,2021,1
0.468,0.377,0.771,35.5,10.5,46.0,23.5,7.3,4.4,14.7,17.4,105.1,-0.16,114.5,6.4,96.9,0.252,LAC,OKC,2021-01-24 0:00,2021,1
0.477,0.392,0.778,33.6,8.3,44.5,27.2,7.9,4.8,13.5,19.5,111.2,-0.32,111.2,5.8,102.2,0.293,MIL,ATL,2021-01-24 0:00,2021,1
0.452,0.351,0.812,34.6,10.8,46.4,25.2,8.3,4.2,12.7,20.7,114.0,-0.08,112.5,0.0,101.6,0.273,IND,TOR,2021-01-24 0:00,2021,0
0.448,0.349,0.767,32.9,7.8,44.9,22.1,7.0,5.2,13.4,20.7,111.1,0.29,110.1,-9.4,98.7,0.254,ORL,CHA,2021-01-24 0:00,2021,0
0.485,0.364,0.725,36.9,10.7,45.0,27.0,8.0,4.6,14.4,18.3,110.9,0.04,112.8,1.0,102.2,0.219,GSW,MIN,2021-01-25 0:00,2021,1
0.49,0.348,0.761,34.7,9.4,44.3,23.9,6.7,5.2,13.3,19.9,115.4,-0.27,113.0,4.5,99.5,0.212,BKN,MIA,2021-01-25 0:00,2021,1
0.47,0.336,0.834,34.9,9.3,43.7,25.5,6.7,5.0,13.7,17.9,111.0,-0.05,112.8,-0.9,99.0,0.242,CHI,BOS,2021-01-25 0:00,2021,0
0.467,0.362,0.775,35.1,9.7,45.9,26.7,7.5,6.2,13.4,19.0,111.1,0.09,112.0,-4.5,97.9,0.232,DET,PHI,2021-01-25 0:00,2021,1
0.476,0.37,0.743,35.7,11.6,43.5,24.3,7.0,3.9,12.7,17.8,113.5,0.01,113.8,1.8,98.4,0.197,POR,OKC,2021-01-25 0:00,2021,0
0.494,0.35,0.804,34.9,9.5,44.3,25.0,8.3,5.4,13.7,21.3,112.0,-0.08,112.5,0.0,101.6,0.258,IND,TOR,2021-01-25 0:00,2021,1
0.475,0.389,0.792,35.2,10.7,41.6,27.4,6.4,4.4,15.9,19.4,117.1,-0.01,112.1,2.4,97.3,0.288,DAL,DEN,2021-01-25 0:00,2021,0
0.472,0.358,0.839,33.6,10.0,45.5,21.7,7.0,4.3,13.6,21.1,110.6,0.29,108.2,-9.4,98.7,0.271,ORL,CHA,2021-01-25 0:00,2021,1
0.466,0.339,0.79,34.8,9.2,42.7,26.6,7.9,5.0,15.1,20.6,111.2,0.25,113.0,-8.6,97.3,0.234,CLE,LAL,2021-01-25 0:00,2021,0
0.452,0.373,0.739,35.4,10.3,44.4,24.9,6.7,4.5,12.4,20.4,109.5,-0.29,115.0,9.3,98.5,0.273,UTA,NYK,2021-01-26 0:00,2021,1
0.468,0.351,0.725,32.9,8.8,45.0,23.7,7.5,5.4,15.0,19.7,112.4,0.4,112.4,-7.8,101.4,0.239,HOU,WAS,2021-01-26 0:00,2021,1
0.453,0.389,0.778,35.5,11.6,44.5,23.6,7.1,6.2,13.6,17.8,113.5,-0.18,113.8,2.4,97.6,0.238,ATL,LAC,2021-01-26 0:00,2021,1
0.444,0.364,0.784,32.8,10.6,46.6,23.7,7.1,5.4,13.4,18.5,105.8,-0.18,114.4,2.4,97.6,0.252,ATL,BKN,2021-01-27 0:00,2021,0
0.47,0.376,0.775,35.8,9.4,45.9,25.8,7.9,4.3,14.7,19.9,115.4,-0.01,113.0,-1.9,98.3,0.242,CHA,IND,2021-01-27 0:00,2021,0
0.468,0.343,0.745,34.4,9.7,41.3,25.0,7.5,5.4,14.4,19.0,111.1,0.1,112.0,-0.3,100.1,0.244,NOP,WAS,2021-01-27 0:00,2021,1
0.476,0.392,0.74,34.7,9.3,41.9,27.0,7.9,4.6,13.4,17.9,111.0,0.25,112.8,-8.6,97.3,0.197,CLE,DET,2021-01-27 0:00,2021,1
0.468,0.358,0.743,35.2,10.0,43.5,26.9,8.0,4.2,13.2,16.9,117.2,0.04,111.4,1.0,102.2,0.278,GSW,MIN,2021-01-27 0:00,2021,1
0.481,0.348,0.812,35.1,8.3,46.4,26.6,8.1,5.0,13.7,19.5,111.2,-0.09,111.2,0.0,96.6,0.248,MIA,DEN,2021-01-27 0:00,2021,0
0.453,0.339,0.767,36.7,9.8,44.9,22.1,9.1,4.5,13.9,17.9,103.5,-0.31,114.0,5.6,99.5,0.238,PHI,LAL,2021-01-27 0:00,2021,1
0.455,0.364,0.729,35.4,10.7,47.0,24.3,7.3,3.9,12.7,19.7,115.7,-0.15,113.3,5.9,97.2,0.238,PHX,OKC,2021-01-27 0:00,2021,0
0.475,0.373,0.784,32.0,9.2,46.6,25.2,6.7,4.2,15.9,20.6,111.2,-0.29,113.0,9.3,98.5,0.288,UTA,DAL,2021-01-27 0:00,2021,1
0.485,0.37,0.792,32.8,10.7,41.6,24.9,7.0,4.5,13.1,18.7,117.6,0.29,108.3,-9.4,98.7,0.219,ORL,SAC,2021-01-27 0:00,2021,0
0.466,0.369,0.834,32.9,8.8,43.7,25.5,7.0,5.0,13.5,19.7,112.4,0.15,112.4,-1.8,98.9,0.234,SAS,BOS,2021-01-27 0:00,2021,1
0.472,0.35,0.761,35.7,7.8,44.3,24.7,8.6,5.4,14.2,20.7,111.1,-0.07,110.1,-0.5,99.2,0.271,TOR,MIL,2021-01-27 0:00,2021,0
0.468,0.336,0.839,34.9,10.5,45.5,25.0,7.5,5.4,14.4,17.4,105.1,0.4,114.5,-7.8,101.4,0.239,HOU,POR,2021-01-28 0:00,2021,1
0.468,0.389,0.792,35.3,8.9,43.8,26.6,8.1,5.0,14.2,19.0,118.3,-0.09,113.8,0.0,96.6,0.278,MIA,LAC,2021-01-28 0:00,2021,0
0.49,0.354,0.803,36.7,8.3,45.2,23.7,7.5,5.4,14.5,19.5,111.2,0.09,111.2,-4.5,97.9,0.212,DET,LAL,2021-01-28 0:00,2021,1
0.456,0.356,0.791,32.8,11.6,45.1,23.6,7.3,6.2,13.9,17.8,113.5,-0.15,113.8,5.9,97.2,0.242,PHX,GSW,2021-01-28 0:00,2021,1
0.468,0.362,0.739,34.8,9.8,44.4,22.1,7.3,4.5,14.7,17.9,103.5,-0.18,114.0,2.4,95.9,0.244,NYK,CLE,2021-01-29 0:00,2021,1
0.448,0.373,0.771,33.6,9.3,46.0,24.3,8.6,4.6,15.2,19.4,113.6,-0.07,117.2,-0.5,99.2,0.241,TOR,SAC,2021-01-29 0:00,2021,0
0.475,0.374,0.834,35.8,10.7,43.7,25.2,6.7,4.2,13.1,19.7,115.7,-0.29,113.3,9.3,98.5,0.288,UTA,DAL,2021-01-29 0:00,2021,1
0.481,0.339,0.778,34.6,9.7,44.5,24.9,7.0,4.5,13.0,19.0,111.1,0.15,112.0,-1.8,98.9,0.248,SAS,DEN,2021-01-29 0:00,2021,1
0.49,0.369,0.761,34.5,10.7,44.3,25.8,8.6,4.3,13.7,18.3,110.9,0.31,112.8,-5.5,101.6,0.212,MIN,PHI,2021-01-29 0:00,2021,0
0.485,0.378,0.823,35.5,9.3,45.2,24.7,6.9,5.4,13.6,17.9,111.0,0.51,112.8,-10.5,101.0,0.219,OKC,BKN,2021-01-29 0:00,2021,0
0.441,0.343,0.792,34.7,10.6,43.8,26.6,7.0,5.0,13.5,18.5,105.8,-0.01,114.4,-1.8,104.1,0.242,WAS,ATL,2021-01-29 0:00,2021,0
0.482,0.336,0.799,34.9,10.0,48.8,26.9,7.9,4.2,13.4,16.9,117.2,-0.01,111.4,-1.9,98.3,0.222,CHA,IND,2021-01-29 0:00,2021,1
0.452,0.392,0.745,34.8,9.7,41.3,27.2,7.5,4.8,15.3,19.2,109.9,0.1,107.1,-0.3,100.1,0.273,NOP,MIL,2021-01-29 0:00,2021,1
0.47,0.364,0.79,35.1,11.0,42.7,21.6,7.0,5.1,13.9,18.5,112.0,0.29,111.0,-9.4,98.7,0.242,ORL,LAC,2021-01-29 0:00,2021,0
0.455,0.358,0.729,33.6,9.4,47.0,24.5,8.1,4.8,13.1,19.9,115.4,-0.09,113.0,0.0,96.6,0.238,MIA,SAC,2021-01-30 0:00,2021,1
0.482,0.354,0.759,34.4,10.7,43.3,22.1,7.8,4.5,14.2,19.7,115.7,-0.14,113.3,1.5,98.3,0.222,BOS,LAL,2021-01-30 0:00,2021,0
0.456,0.339,0.761,34.6,10.0,42.5,22.1,8.0,5.2,14.4,20.1,113.2,0.04,107.6,1.0,102.2,0.242,GSW,DET,2021-01-30 0:00,2021,1
0.468,0.362,0.803,38.0,9.8,45.2,25.2,7.9,4.2,13.0,17.9,103.5,-0.01,114.0,-1.9,98.3,0.239,CHA,MIL,2021-01-30 0:00,2021,1
0.468,0.392,0.834,32.0,10.7,43.7,24.3,6.4,4.6,15.8,18.3,110.9,-0.01,112.8,2.4,97.3,0.244,DAL,PHX,2021-01-30 0:00,2021,0
0.481,0.343,0.778,34.4,8.9,44.5,24.3,7.0,5.4,13.6,19.4,117.2,0.15,111.3,-1.8,98.9,0.248,SAS,MEM,2021-01-30 0:00,2021,0
0.474,0.364,0.771,35.3,10.5,46.0,24.9,6.7,4.5,13.5,17.4,105.1,-0.05,114.5,-0.9,99.0,0.227,CHI,POR,2021-01-30 0:00,2021,0
0.475,0.339,0.791,33.5,10.6,45.1,25.8,7.5,4.3,14.5,18.5,105.8,0.1,114.4,-0.3,100.1,0.288,NOP,HOU,2021-01-30 0:00,2021,0
0.448,0.336,0.804,32.2,8.9,44.3,21.7,8.6,4.3,15.3,19.0,118.3,-0.07,113.8,-0.5,99.2,0.254,TOR,ORL,2021-01-31 0:00,2021,1
0.49,0.373,0.769,34.5,8.8,43.1,24.7,8.2,5.4,13.1,19.7,112.4,-0.11,112.4,5.0,97.1,0.212,DEN,UTA,2021-01-31 0:00,2021,1
0.441,0.374,0.739,34.8,9.7,44.4,23.5,7.3,4.4,15.2,19.8,117.6,-0.18,111.2,2.4,95.9,0.242,NYK,LAC,2021-01-31 0:00,2021,0
0.467,0.348,0.775,35.1,8.3,44.8,23.9,7.0,5.2,15.0,19.5,111.2,-0.01,111.2,-1.8,104.1,0.232,WAS,BKN,2021-01-31 0:00,2021,1
0.487,0.392,0.759,34.9,9.7,43.3,23.2,8.6,4.9,13.5,19.2,109.9,0.31,107.1,-5.5,101.6,0.233,MIN,CLE,2021-01-31 0:00,2021,1
0.466,0.364,0.785,35.5,9.8,42.0,27.4,8.3,4.4,13.0,17.9,103.5,-0.08,114.0,0.0,101.6,0.234,IND,PHI,2021-01-31 0:00,2021,0
0.476,0.378,0.823,35.5,9.4,45.2,27.3,7.5,4.6,13.4,19.9,115.4,0.1,113.0,-0.3,100.1,0.293,NOP,SAC,2021-02-01 0:00,2021,0
0.466,0.369,0.74,33.9,10.0,41.9,26.7,7.9,5.3,13.6,21.1,110.6,0.25,108.2,-8.6,97.3,0.234,CLE,MIN,2021-02-01 0:00,2021,1
0.477,0.35,0.778,34.7,10.5,44.5,24.3,6.4,5.4,15.8,17.4,105.1,-0.01,114.5,2.4,97.3,0.293,DAL,PHX,2021-02-01 0:00,2021,0
0.448,0.377,0.799,34.0,9.3,48.8,24.9,6.7,4.5,13.3,19.4,113.6,-0.05,117.2,-0.9,99.0,0.254,CHI,NYK,2021-02-01 0:00,2021,1
0.468,0.37,0.791,33.5,9.2,45.1,23.5,7.0,4.4,13.5,19.2,107.1,0.15,114.9,-1.8,98.9,0.239,SAS,MEM,2021-02-01 0:00,2021,0
0.476,0.354,0.812,34.3,10.6,46.4,25.2,7.9,4.2,14.5,18.5,105.8,-0.32,114.4,5.8,102.2,0.197,MIL,POR,2021-02-01 0:00,2021,1
0.467,0.356,0.745,34.4,10.7,41.3,24.3,8.1,4.6,15.9,19.7,115.7,-0.09,113.3,0.0,96.6,0.232,MIA,CHA,2021-02-01 0:00,2021,0
0.429,0.378,0.823,32.8,10.0,45.2,22.1,6.9,4.5,15.3,20.1,113.2,0.51,107.6,-10.5,101.0,0.24,OKC,HOU,2021-02-01 0:00,2021,0
0.475,0.362,0.761,35.1,11.6,44.3,22.1,7.1,5.2,12.4,17.8,113.5,-0.18,113.8,2.4,97.6,0.288,ATL,LAL,2021-02-01 0:00,2021,0
0.482,0.369,0.769,38.0,10.0,43.1,21.7,7.0,4.3,14.4,21.1,110.6,-0.01,108.2,-1.8,104.1,0.222,WAS,POR,2021-02-02 0:00,2021,0
0.487,0.385,0.803,35.5,8.8,45.2,27.4,6.7,4.4,14.5,19.7,112.4,-0.29,112.4,9.3,98.5,0.233,UTA,DET,2021-02-02 0:00,2021,1
0.481,0.35,0.775,35.7,8.9,44.8,25.8,8.3,4.3,12.7,19.4,117.2,-0.08,111.3,0.0,101.6,0.248,IND,MEM,2021-02-02 0:00,2021,1
0.472,0.389,0.739,32.0,10.7,44.4,24.5,8.0,4.8,13.7,18.3,110.9,0.04,112.8,1.0,102.2,0.271,GSW,BOS,2021-02-02 0:00,2021,0
0.448,0.364,0.785,34.4,9.7,42.0,26.7,7.0,6.2,13.5,19.8,117.6,0.29,111.2,-9.4,98.7,0.254,ORL,TOR,2021-02-02 0:00,2021,0
0.467,0.358,0.812,33.6,9.3,46.4,24.3,6.7,4.6,13.3,17.9,111.0,-0.27,112.8,4.5,99.5,0.232,BKN,LAC,2021-02-02 0:00,2021,1
0.466,0.348,0.834,33.9,10.7,43.7,26.9,8.1,4.2,13.5,19.4,117.1,-0.09,112.1,0.0,96.6,0.234,MIA,WAS,2021-02-03 0:00,2021,0
0.476,0.351,0.784,34.5,9.7,46.6,27.1,7.5,4.1,12.4,19.0,111.1,0.1,112.0,-0.3,100.1,0.293,NOP,PHX,2021-02-03 0:00,2021,1
0.429,0.349,0.799,34.0,9.7,48.8,23.9,6.9,5.2,13.6,19.2,109.9,0.51,107.1,-10.5,101.0,0.24,OKC,HOU,2021-02-03 0:00,2021,1
0.45,0.377,0.815,34.7,11.0,41.9,26.7,7.5,5.3,15.8,18.5,112.0,0.23,111.0,-3.6,100.0,0.261,SAC,BOS,2021-02-03 0:00,2021,1
0.482,0.378,0.769,34.3,8.9,43.1,27.3,7.1,4.6,13.0,19.4,117.2,-0.18,111.3,2.4,97.6,0.222,ATL,DAL,2021-02-03 0:00,2021,0
0.487,0.362,0.745,35.7,9.4,41.3,24.9,6.7,4.5,13.4,19.9,115.4,-0.05,113.0,-0.9,99.0,0.233,CHI,NYK,2021-02-03 0:00,2021,0
0.477,0.356,0.834,34.8,10.7,43.7,22.1,7.9,5.2,15.9,18.3,110.9,-0.01,112.8,-1.9,98.3,0.293,CHA,PHI,2021-02-03 0:00,2021,0
0.472,0.37,0.803,36.7,10.8,45.2,23.6,7.0,6.2,12.7,19.2,117.8,0.15,116.0,-1.8,98.9,0.271,SAS,MIN,2021-02-03 0:00,2021,1
0.467,0.392,0.725,38.0,9.3,45.0,26.6,7.9,5.0,14.5,17.9,111.0,0.25,112.8,-8.6,97.3,0.232,CLE,LAC,2021-02-03 0:00,2021,0
0.476,0.351,0.839,32.4,10.7,45.5,27.0,7.9,4.6,13.5,18.7,117.6,-0.32,108.3,5.8,102.2,0.197,MIL,IND,2021-02-03 0:00,2021,1
0.455,0.354,0.759,33.9,9.3,43.3,26.6,7.8,5.0,13.2,19.4,113.6,-0.03,117.2,2.8,98.7,0.238,LAL,DEN,2021-02-04 0:00,2021,1
0.453,0.374,0.778,32.0,8.3,44.5,21.7,9.0,4.3,15.8,19.5,111.2,0.04,111.2,1.0,100.4,0.238,MEM,HOU,2021-02-04 0:00,2021,0
0.468,0.351,0.761,34.8,11.6,44.3,26.9,6.4,4.2,15.2,17.8,113.5,-0.01,113.8,2.4,97.3,0.278,DAL,GSW,2021-02-04 0:00,2021,0
