FG.,percent_3pt,percent_FT,DRB,ORB,TRB,AST,BLK,TOV,PTS,MarginOfVictory,SimpleRatngSystem,ORtg,DRtg,NRtg,X3PAr,TS.,team_abbreviation_home,team_abbreviation_away,game_date,game_yearEnd,wl_home
0.467,0.357,0.767,34.9,10.2,47.6,27.5,4.6,12.1,108.4,-7.72,-7.36,108.4,116.7,-7.8,0.391,0.533,DET,SAS,2022-01-01 0:00,2022,1
0.467,0.364,0.768,35.9,10.4,42.8,27.8,4.9,13.1,112.9,2.29,2.38,112.9,110.5,2.4,0.375,0.543,TOR,NYK,2022-01-02 0:00,2022,1
0.469,0.344,0.813,34.9,11.4,42.9,28.2,3.8,16.3,110.3,-5.46,-5.26,110.3,113.3,-5.4,0.377,0.561,SAC,MIA,2022-01-02 0:00,2022,1
0.437,0.374,0.789,32.9,8.8,46.3,24.4,4.1,14.4,107.8,2.12,2.04,107.8,116.9,2.2,0.387,0.571,CLE,IND,2022-01-02 0:00,2022,1
0.471,0.352,0.734,34.7,11.1,48.8,26.1,4.3,15.0,114.5,0.44,0.53,114.5,112.1,0.4,0.418,0.572,CHA,PHX,2022-01-02 0:00,2022,0
0.46,0.36,0.795,34.1,10.7,44.8,27.4,4.4,14.1,113.5,7.28,7.02,113.5,110.8,7.5,0.425,0.578,BOS,ORL,2022-01-02 0:00,2022,1
0.47,0.344,0.776,36.5,8.8,46.6,22.4,4.7,12.6,114.4,-3.05,-3.08,114.4,106.9,-3.0,0.388,0.567,LAL,MIN,2022-01-02 0:00,2022,1
0.467,0.369,0.805,33.2,10.2,44.7,25.6,4.1,13.1,112.6,-8.1,-7.9,112.6,116.1,-8.2,0.419,0.53,OKC,DAL,2022-01-02 0:00,2022,0
0.461,0.332,0.768,34.2,10.9,44.3,22.8,4.7,12.9,106.0,-0.39,-0.38,106.0,113.8,-0.4,0.332,0.579,CHI,ORL,2022-01-03 0:00,2022,1
0.467,0.353,0.821,34.1,9.5,43.7,27.5,4.6,13.1,114.8,0.78,0.82,114.8,107.3,0.8,0.359,0.576,BKN,MEM,2022-01-03 0:00,2022,0
0.483,0.353,0.782,34.7,10.2,43.5,23.3,4.6,15.1,110.1,3.35,3.22,110.1,110.1,3.3,0.43,0.58,MIL,DET,2022-01-03 0:00,2022,0
0.468,0.366,0.74,35.5,10.2,44.1,23.7,4.8,12.9,114.1,2.61,2.57,114.1,113.7,2.7,0.376,0.578,PHI,HOU,2022-01-03 0:00,2022,1
0.472,0.361,0.813,36.3,9.7,42.9,25.4,6.0,15.0,107.8,-3.38,-3.23,107.8,116.9,-3.4,0.356,0.568,WAS,CHA,2022-01-03 0:00,2022,1
0.466,0.344,0.808,34.3,9.3,45.2,24.5,5.5,14.4,112.9,0.02,0.09,112.9,110.5,0.0,0.391,0.564,LAC,MIN,2022-01-03 0:00,2022,0
0.48,0.364,0.754,32.9,10.8,45.0,23.3,4.5,13.1,112.8,-0.99,-0.84,112.8,109.4,-1.0,0.365,0.557,NOP,UTA,2022-01-03 0:00,2022,0
0.469,0.326,0.734,34.9,10.9,48.8,25.4,5.5,14.5,108.4,3.3,3.12,108.4,116.7,3.4,0.439,0.572,DAL,DEN,2022-01-03 0:00,2022,1
0.466,0.365,0.768,32.4,10.4,42.8,25.6,5.1,14.1,110.1,5.54,5.52,110.1,110.1,5.6,0.456,0.582,GSW,MIA,2022-01-03 0:00,2022,1
0.437,0.369,0.808,33.4,9.2,45.2,23.0,5.0,14.3,112.5,-8.88,-8.55,112.5,106.9,-9.1,0.422,0.55,POR,ATL,2022-01-03 0:00,2022,1
0.461,0.379,0.776,34.2,10.3,46.6,25.2,4.3,13.0,110.3,-0.99,-0.84,110.3,113.3,-1.0,0.365,0.557,NOP,PHX,2022-01-04 0:00,2022,0
0.469,0.352,0.771,35.0,10.5,44.9,27.7,4.9,12.9,104.5,2.12,2.04,104.5,112.5,2.2,0.387,0.571,CLE,MEM,2022-01-04 0:00,2022,0
0.467,0.353,0.795,34.1,11.1,44.8,23.8,4.5,13.1,113.6,2.29,2.38,113.6,112.8,2.4,0.375,0.543,TOR,SAS,2022-01-04 0:00,2022,1
0.469,0.344,0.816,34.7,11.1,47.2,26.1,4.3,12.1,104.6,-3.05,-3.08,104.6,112.8,-3.0,0.388,0.567,LAL,SAC,2022-01-04 0:00,2022,1
0.471,0.379,0.754,33.2,9.3,45.0,25.4,5.5,13.4,108.4,-0.12,-0.01,108.4,116.7,-0.1,0.428,0.55,NYK,IND,2022-01-04 0:00,2022,1
0.483,0.366,0.805,35.0,9.5,44.7,24.2,4.2,16.3,110.4,0.44,0.53,110.4,110.5,0.4,0.418,0.572,CHA,DET,2022-01-05 0:00,2022,1
0.468,0.35,0.783,36.3,9.7,44.1,23.3,4.5,14.6,114.1,-8.0,-7.67,114.1,113.7,-8.0,0.417,0.538,ORL,PHI,2022-01-05 0:00,2022,0
0.472,0.353,0.812,35.3,9.2,45.0,26.3,3.3,14.9,106.0,-3.38,-3.23,106.0,113.8,-3.4,0.356,0.568,WAS,HOU,2022-01-05 0:00,2022,0
0.47,0.356,0.756,35.5,11.9,46.0,25.6,5.6,12.9,109.9,7.28,7.02,109.9,115.3,7.5,0.425,0.578,BOS,SAS,2022-01-05 0:00,2022,0
0.466,0.352,0.782,36.4,10.6,43.5,27.5,4.6,12.1,107.8,3.3,3.12,107.8,116.9,3.4,0.439,0.572,DAL,GSW,2022-01-05 0:00,2022,1
0.468,0.361,0.778,34.1,10.3,43.5,24.5,5.5,14.0,114.4,-3.48,-3.26,114.4,106.9,-3.5,0.395,0.564,IND,BKN,2022-01-05 0:00,2022,0
0.466,0.342,0.795,34.3,9.4,44.8,23.8,4.0,13.7,112.9,2.63,2.53,112.9,110.5,2.6,0.454,0.573,MIN,OKC,2022-01-05 0:00,2022,1
0.434,0.374,0.768,34.9,9.1,42.8,23.8,4.5,14.1,114.6,3.35,3.22,114.6,109.0,3.3,0.43,0.58,MIL,TOR,2022-01-05 0:00,2022,0
0.485,0.323,0.771,34.7,9.3,44.9,25.2,4.3,12.6,111.1,2.3,2.16,111.1,114.5,2.4,0.416,0.59,DEN,UTA,2022-01-05 0:00,2022,0
0.469,0.326,0.783,35.5,10.8,44.1,27.8,4.9,14.1,113.2,-5.46,-5.26,113.2,113.6,-5.4,0.377,0.561,SAC,ATL,2022-01-05 0:00,2022,0
0.468,0.358,0.744,32.4,10.2,47.8,23.3,4.6,13.0,112.0,-8.88,-8.55,112.0,113.0,-9.1,0.422,0.55,POR,MIA,2022-01-05 0:00,2022,0
0.467,0.353,0.76,32.5,10.9,45.9,25.6,4.1,13.4,110.1,7.5,6.94,110.1,110.1,7.5,0.354,0.581,PHX,LAC,2022-01-06 0:00,2022,1
0.434,0.344,0.734,35.5,9.9,48.8,26.3,3.3,12.9,111.1,-0.12,-0.01,111.1,114.5,-0.1,0.428,0.55,NYK,BOS,2022-01-06 0:00,2022,1
0.437,0.35,0.812,33.2,11.9,45.0,22.4,4.7,14.3,110.4,-0.99,-0.84,110.4,110.5,-1.0,0.365,0.557,NOP,GSW,2022-01-06 0:00,2022,1
0.467,0.342,0.732,35.3,11.1,43.3,27.7,4.9,12.9,113.5,5.68,5.37,113.5,110.8,5.6,0.346,0.553,MEM,DET,2022-01-06 0:00,2022,1
0.457,0.357,0.787,34.9,9.5,44.4,25.8,6.4,16.3,112.6,0.78,0.82,112.6,116.1,0.8,0.359,0.576,BKN,MIL,2022-01-07 0:00,2022,0
0.472,0.355,0.793,35.9,10.3,44.7,27.4,4.4,14.0,116.5,-0.39,-0.38,116.5,114.9,-0.4,0.332,0.579,CHI,WAS,2022-01-07 0:00,2022,1
0.445,0.353,0.816,35.3,10.9,47.2,25.8,6.4,13.1,112.4,-8.1,-7.9,112.4,112.3,-8.2,0.419,0.53,OKC,MIN,2022-01-07 0:00,2022,0
0.469,0.374,0.808,34.7,9.7,45.2,27.5,4.6,14.4,116.7,-8.48,-8.26,116.7,110.5,-8.3,0.448,0.565,HOU,DAL,2022-01-07 0:00,2022,0
0.468,0.347,0.754,34.7,10.2,45.0,24.5,5.5,14.3,109.9,2.29,2.38,109.9,115.3,2.4,0.375,0.543,TOR,UTA,2022-01-07 0:00,2022,1
0.483,0.331,0.769,33.9,9.3,46.1,26.3,3.3,12.9,113.2,-3.05,-3.08,113.2,113.6,-3.0,0.388,0.567,LAL,ATL,2022-01-07 0:00,2022,1
0.461,0.374,0.744,35.3,10.2,47.8,25.6,4.1,14.6,112.0,-8.88,-8.55,112.0,113.0,-9.1,0.422,0.55,POR,CLE,2022-01-07 0:00,2022,0
0.469,0.356,0.767,35.4,9.2,47.6,24.4,4.1,14.0,114.6,2.3,2.16,114.6,109.0,2.4,0.416,0.59,DEN,SAC,2022-01-07 0:00,2022,1
0.485,0.379,0.768,36.4,8.8,42.8,23.8,4.5,13.7,114.5,2.61,2.57,114.5,112.1,2.7,0.376,0.578,PHI,SAS,2022-01-07 0:00,2022,1
0.43,0.352,0.812,35.0,8.8,45.0,25.3,5.5,12.1,115.1,7.28,7.02,115.1,111.8,7.5,0.425,0.578,BOS,NYK,2022-01-08 0:00,2022,1
0.457,0.364,0.754,34.1,9.4,45.0,23.7,4.8,12.9,113.6,-3.48,-3.26,113.6,112.8,-3.5,0.395,0.564,IND,UTA,2022-01-08 0:00,2022,1
0.445,0.357,0.771,36.2,10.8,44.9,24.2,4.2,13.9,112.6,-7.72,-7.36,112.6,116.1,-7.8,0.391,0.533,DET,ORL,2022-01-08 0:00,2022,1
0.469,0.36,0.808,35.9,11.9,45.2,27.4,4.4,12.6,113.5,7.5,6.94,113.5,110.8,7.5,0.354,0.581,PHX,MIA,2022-01-08 0:00,2022,0
0.456,0.344,0.795,36.5,9.7,44.8,27.8,4.9,15.1,106.0,0.02,0.09,106.0,113.8,0.0,0.391,0.564,LAC,MEM,2022-01-08 0:00,2022,0
0.431,0.374,0.776,33.2,9.9,46.6,25.2,4.3,14.3,114.1,0.44,0.53,114.1,113.7,0.4,0.418,0.572,CHA,MIL,2022-01-08 0:00,2022,1
0.466,0.352,0.783,34.7,10.9,44.1,23.8,4.0,14.4,113.2,-8.88,-8.55,113.2,113.6,-9.1,0.422,0.55,POR,SAC,2022-01-09 0:00,2022,1
0.466,0.35,0.821,34.1,9.9,43.7,23.3,4.6,12.6,113.7,2.29,2.38,113.7,109.1,2.4,0.375,0.543,TOR,NOP,2022-01-09 0:00,2022,1
0.442,0.379,0.813,35.3,11.1,42.9,25.6,5.6,14.7,112.4,3.3,3.12,112.4,112.3,3.4,0.439,0.572,DAL,CHI,2022-01-09 0:00,2022,1
0.475,0.353,0.732,35.0,9.3,43.3,26.1,4.3,14.3,114.6,-8.48,-8.26,114.6,109.0,-8.3,0.448,0.565,HOU,MIN,2022-01-09 0:00,2022,0
0.472,0.366,0.816,35.5,10.2,47.2,24.5,5.5,14.6,109.9,0.02,0.09,109.9,115.3,0.0,0.391,0.564,LAC,ATL,2022-01-09 0:00,2022,1
0.471,0.342,0.744,36.3,9.2,47.8,25.2,4.3,13.1,113.7,5.54,5.52,113.7,109.1,5.6,0.456,0.582,GSW,CLE,2022-01-09 0:00,2022,1
0.47,0.364,0.771,34.9,10.3,44.9,25.4,6.0,13.1,115.1,-3.05,-3.08,115.1,111.8,-3.0,0.388,0.567,LAL,MEM,2022-01-09 0:00,2022,0
0.467,0.369,0.769,34.9,10.8,46.1,22.7,5.0,12.9,112.8,-8.0,-7.67,112.8,109.4,-8.0,0.417,0.538,ORL,WAS,2022-01-09 0:00,2022,0
0.434,0.347,0.754,34.2,10.7,45.0,22.4,4.7,14.7,114.5,0.78,0.82,114.5,112.1,0.8,0.359,0.576,BKN,SAS,2022-01-09 0:00,2022,1
0.469,0.356,0.769,33.9,8.8,46.1,27.7,4.9,14.3,114.4,-8.1,-7.9,114.4,106.9,-8.2,0.419,0.53,OKC,DEN,2022-01-09 0:00,2022,0
0.475,0.357,0.767,36.4,9.1,47.6,25.3,5.5,13.4,112.4,-8.48,-8.26,112.4,112.3,-8.3,0.448,0.565,HOU,PHI,2022-01-10 0:00,2022,0
0.48,0.35,0.795,35.9,9.8,44.8,24.2,4.2,14.0,113.6,-0.12,-0.01,113.6,112.8,-0.1,0.428,0.55,NYK,SAS,2022-01-10 0:00,2022,1
0.442,0.364,0.776,35.3,10.6,46.6,23.8,4.0,13.1,111.1,0.44,0.53,111.1,114.5,0.4,0.418,0.572,CHA,MIL,2022-01-10 0:00,2022,1
0.467,0.352,0.783,36.2,10.2,44.1,22.8,4.7,14.5,116.5,-7.72,-7.36,116.5,114.9,-7.8,0.391,0.533,DET,UTA,2022-01-10 0:00,2022,1
0.463,0.364,0.812,34.1,10.2,45.0,23.7,4.8,14.7,104.6,-5.46,-5.26,104.6,112.8,-5.4,0.377,0.561,SAC,CLE,2022-01-10 0:00,2022,0
0.469,0.36,0.816,36.2,9.1,47.2,27.4,4.4,14.5,106.0,-8.88,-8.55,106.0,113.8,-9.1,0.422,0.55,POR,BKN,2022-01-10 0:00,2022,1
0.466,0.353,0.74,36.5,11.9,44.1,23.3,4.6,14.7,114.3,7.28,7.02,114.3,111.7,7.5,0.425,0.578,BOS,IND,2022-01-10 0:00,2022,1
0.468,0.366,0.821,35.5,10.9,43.7,23.6,4.5,16.3,114.5,2.29,2.38,114.5,112.1,2.4,0.375,0.543,TOR,PHX,2022-01-11 0:00,2022,0
0.434,0.342,0.787,36.3,11.1,44.4,24.4,4.1,14.9,109.9,5.68,5.37,109.9,115.3,5.6,0.346,0.553,MEM,GSW,2022-01-11 0:00,2022,1
0.47,0.374,0.797,34.9,9.2,45.3,23.0,5.0,13.1,112.8,-3.38,-3.23,112.8,109.4,-3.4,0.356,0.568,WAS,OKC,2022-01-11 0:00,2022,1
0.468,0.356,0.76,34.7,9.9,45.9,23.6,5.1,14.1,111.1,-0.39,-0.38,111.1,114.5,-0.4,0.332,0.579,CHI,DET,2022-01-11 0:00,2022,1
0.456,0.365,0.776,36.4,10.7,46.6,24.5,5.5,13.0,110.4,-0.99,-0.84,110.4,110.5,-1.0,0.365,0.557,NOP,MIN,2022-01-11 0:00,2022,1
0.457,0.364,0.808,33.4,9.3,45.2,25.6,5.6,13.9,111.9,0.02,0.09,111.9,109.7,0.0,0.391,0.564,LAC,DEN,2022-01-11 0:00,2022,1
0.467,0.331,0.787,34.9,9.7,44.4,25.4,6.0,13.0,114.6,-3.38,-3.23,114.6,109.0,-3.4,0.356,0.568,WAS,ORL,2022-01-12 0:00,2022,1
0.43,0.364,0.744,35.3,10.6,47.8,22.7,5.0,14.4,116.5,-0.12,-0.01,116.5,114.9,-0.1,0.428,0.55,NYK,DAL,2022-01-12 0:00,2022,1
0.467,0.355,0.754,35.5,9.8,45.0,25.2,4.3,13.4,110.3,2.61,2.57,110.3,113.3,2.7,0.376,0.578,PHI,CHA,2022-01-12 0:00,2022,0
0.461,0.366,0.778,35.3,10.5,43.5,22.8,4.7,13.1,104.5,-3.48,-3.26,104.5,112.5,-3.5,0.395,0.564,IND,BOS,2022-01-12 0:00,2022,0
0.485,0.379,0.783,36.3,12.3,44.1,24.4,5.0,14.1,110.1,1.56,1.55,110.1,110.1,1.6,0.39,0.581,ATL,MIA,2022-01-12 0:00,2022,0
0.461,0.331,0.759,35.0,9.9,46.8,27.7,4.9,14.4,114.4,0.12,0.02,114.4,106.9,0.1,0.345,0.556,SAS,HOU,2022-01-12 0:00,2022,0
0.469,0.357,0.769,35.3,9.5,46.1,27.5,4.6,14.3,113.7,6.04,5.67,113.7,109.1,6.2,0.468,0.589,UTA,CLE,2022-01-12 0:00,2022,0
0.466,0.352,0.74,35.9,11.1,44.1,23.7,4.8,14.7,112.4,-5.46,-5.26,112.4,112.3,-5.4,0.377,0.561,SAC,LAL,2022-01-12 0:00,2022,1
0.467,0.358,0.795,34.1,10.8,44.8,23.0,5.0,13.1,112.5,-0.39,-0.38,112.5,106.9,-0.4,0.332,0.579,CHI,BKN,2022-01-12 0:00,2022,0
0.457,0.342,0.771,32.5,8.8,44.9,27.7,4.9,13.1,110.4,-0.99,-0.84,110.4,110.5,-1.0,0.365,0.557,NOP,LAC,2022-01-13 0:00,2022,1
0.461,0.349,0.76,34.9,10.6,45.9,23.3,4.5,12.1,116.7,5.68,5.37,116.7,110.5,5.6,0.346,0.553,MEM,MIN,2022-01-13 0:00,2022,1
0.434,0.364,0.797,33.0,10.4,45.3,23.7,4.8,14.1,109.9,2.3,2.16,109.9,115.3,2.4,0.416,0.59,DEN,POR,2022-01-13 0:00,2022,1
0.457,0.365,0.756,36.2,9.2,46.0,25.6,5.6,12.9,116.5,3.35,3.22,116.5,114.9,3.3,0.43,0.58,MIL,GSW,2022-01-13 0:00,2022,1
0.431,0.353,0.789,33.4,11.1,46.3,24.4,4.1,14.7,112.4,0.78,0.82,112.4,112.3,0.8,0.359,0.576,BKN,OKC,2022-01-13 0:00,2022,0
0.48,0.35,0.759,35.5,10.3,46.8,27.8,4.9,14.0,112.8,-3.48,-3.26,112.8,109.4,-3.5,0.395,0.564,IND,PHX,2022-01-14 0:00,2022,0
0.485,0.355,0.769,35.3,10.9,46.1,22.8,4.7,14.7,113.7,2.61,2.57,113.7,109.1,2.7,0.376,0.578,PHI,BOS,2022-01-14 0:00,2022,1
0.468,0.364,0.713,35.3,9.1,41.5,28.2,3.8,14.4,114.5,-7.72,-7.36,114.5,112.1,-7.8,0.391,0.533,DET,TOR,2022-01-14 0:00,2022,1
0.47,0.323,0.782,35.5,10.6,43.5,23.6,5.1,14.0,115.1,0.44,0.53,115.1,111.8,0.4,0.418,0.572,CHA,ORL,2022-01-14 0:00,2022,0
0.468,0.332,0.816,35.5,10.4,47.2,25.6,5.1,14.1,111.1,-0.39,-0.38,111.1,114.5,-0.4,0.332,0.579,CHI,GSW,2022-01-14 0:00,2022,0
0.456,0.349,0.821,34.1,8.8,43.7,23.6,4.5,13.1,113.5,4.45,4.23,113.5,110.8,4.6,0.422,0.584,MIA,ATL,2022-01-14 0:00,2022,1
0.463,0.364,0.76,33.0,10.6,43.5,27.8,4.9,14.9,113.2,0.12,0.02,113.2,113.6,0.1,0.345,0.556,SAS,CLE,2022-01-14 0:00,2022,0
0.469,0.349,0.805,36.2,10.2,44.7,23.8,4.5,14.3,110.3,5.68,5.37,110.3,113.3,5.6,0.346,0.553,MEM,DAL,2022-01-14 0:00,2022,0
0.466,0.326,0.783,32.0,11.4,44.1,23.3,4.5,13.1,114.4,-5.46,-5.26,114.4,106.9,-5.4,0.377,0.561,SAC,HOU,2022-01-14 0:00,2022,1
0.47,0.356,0.767,32.4,9.9,47.6,23.8,4.5,13.4,110.4,4.45,4.23,110.4,110.5,4.6,0.422,0.584,MIA,PHI,2022-01-15 0:00,2022,0
0.466,0.364,0.812,36.4,8.8,45.0,28.2,3.8,15.1,112.8,3.35,3.22,112.8,109.4,3.3,0.43,0.58,MIL,TOR,2022-01-15 0:00,2022,0
0.437,0.346,0.754,34.9,10.2,45.0,23.3,4.6,12.9,112.5,3.3,3.12,112.5,106.9,3.4,0.439,0.572,DAL,ORL,2022-01-15 0:00,2022,1
0.43,0.361,0.787,32.9,9.1,44.4,26.1,4.3,14.4,112.4,2.3,2.16,112.4,112.3,2.4,0.416,0.59,DEN,LAL,2022-01-15 0:00,2022,1
0.467,0.342,0.76,34.3,10.3,45.9,24.4,4.1,16.3,112.5,7.28,7.02,112.5,106.9,7.5,0.425,0.578,BOS,CHI,2022-01-15 0:00,2022,1
0.457,0.36,0.805,34.9,10.7,44.7,25.3,5.5,14.4,116.7,0.12,0.02,116.7,110.5,0.1,0.345,0.556,SAS,LAC,2022-01-15 0:00,2022,1
0.48,0.374,0.813,36.5,9.5,42.9,24.2,4.2,12.9,114.5,0.78,0.82,114.5,112.1,0.8,0.359,0.576,BKN,NOP,2022-01-15 0:00,2022,1
0.468,0.352,0.76,34.7,12.3,43.5,24.4,5.0,13.0,115.1,-3.38,-3.23,115.1,111.8,-3.4,0.356,0.568,WAS,POR,2022-01-15 0:00,2022,0
0.445,0.331,0.808,34.1,10.2,45.2,24.2,4.2,14.0,111.1,1.56,1.55,111.1,114.5,1.6,0.39,0.581,ATL,NYK,2022-01-15 0:00,2022,0
0.431,0.355,0.768,35.3,10.5,44.3,23.0,5.0,14.6,116.5,-8.1,-7.9,116.5,114.9,-8.2,0.419,0.53,OKC,CLE,2022-01-15 0:00,2022,0
0.485,0.361,0.769,35.3,10.9,46.1,25.6,5.1,14.3,114.4,-7.72,-7.36,114.4,106.9,-7.8,0.391,0.533,DET,PHX,2022-01-16 0:00,2022,0
0.456,0.369,0.821,34.3,9.8,43.7,27.8,4.9,12.1,114.1,2.63,2.53,114.1,113.7,2.6,0.454,0.573,MIN,GSW,2022-01-16 0:00,2022,1
0.46,0.346,0.776,34.2,9.9,46.6,22.4,4.7,13.0,113.5,2.3,2.16,113.5,110.8,2.4,0.416,0.59,DEN,UTA,2022-01-16 0:00,2022,0
0.461,0.379,0.787,32.9,8.8,44.4,25.6,4.1,13.1,104.5,-5.46,-5.26,104.5,112.5,-5.4,0.377,0.561,SAC,HOU,2022-01-16 0:00,2022,0
0.471,0.344,0.812,35.0,10.2,45.0,23.6,5.1,15.1,114.8,3.3,3.12,114.8,107.3,3.4,0.439,0.572,DAL,OKC,2022-01-17 0:00,2022,1
0.469,0.364,0.74,32.9,12.3,44.1,28.2,3.8,15.0,111.9,-3.38,-3.23,111.9,109.7,-3.4,0.356,0.568,WAS,PHI,2022-01-17 0:00,2022,1
0.466,0.364,0.713,36.2,9.7,41.5,24.4,4.1,12.9,115.1,-0.12,-0.01,115.1,111.8,-0.1,0.428,0.55,NYK,CHA,2022-01-17 0:00,2022,0
0.463,0.366,0.789,34.9,9.1,46.3,25.8,6.4,12.9,113.7,2.12,2.04,113.7,109.1,2.2,0.387,0.571,CLE,BKN,2022-01-17 0:00,2022,1
0.466,0.331,0.808,36.3,11.1,45.2,25.2,4.3,12.9,104.5,5.68,5.37,104.5,112.5,5.6,0.346,0.553,MEM,CHI,2022-01-17 0:00,2022,1
0.437,0.374,0.756,35.3,11.1,46.0,25.4,5.5,14.4,110.4,1.56,1.55,110.4,110.5,1.6,0.39,0.581,ATL,MIL,2022-01-17 0:00,2022,1
0.47,0.365,0.754,34.7,8.8,45.0,24.5,5.5,14.7,112.4,-3.05,-3.08,112.4,112.3,-3.0,0.388,0.567,LAL,UTA,2022-01-17 0:00,2022,1
0.445,0.349,0.734,33.4,9.8,48.8,23.3,4.5,13.1,114.3,-8.0,-7.67,114.3,111.7,-8.0,0.417,0.538,ORL,POR,2022-01-17 0:00,2022,0
0.458,0.332,0.797,32.0,10.7,45.3,23.6,4.5,13.4,111.1,0.02,0.09,111.1,114.5,0.0,0.391,0.564,LAC,IND,2022-01-17 0:00,2022,1
0.467,0.379,0.734,34.1,10.3,48.8,23.3,4.5,14.6,112.9,7.28,7.02,112.9,110.5,7.5,0.425,0.578,BOS,NOP,2022-01-17 0:00,2022,1
0.469,0.323,0.769,35.0,10.2,46.1,23.0,5.0,14.0,112.5,4.45,4.23,112.5,106.9,4.6,0.422,0.584,MIA,TOR,2022-01-17 0:00,2022,1
0.431,0.352,0.821,35.5,9.5,43.7,23.6,4.5,13.9,114.1,0.12,0.02,114.1,113.7,0.1,0.345,0.556,SAS,PHX,2022-01-17 0:00,2022,0
0.471,0.353,0.808,34.1,11.4,45.2,22.4,4.7,14.7,114.5,5.54,5.52,114.5,112.1,5.6,0.456,0.582,GSW,DET,2022-01-18 0:00,2022,1
0.467,0.364,0.789,34.7,10.6,46.3,27.8,4.9,14.1,112.8,-0.12,-0.01,112.8,109.4,-0.1,0.428,0.55,NYK,MIN,2022-01-18 0:00,2022,0
0.442,0.353,0.771,35.5,8.8,44.9,26.1,4.3,13.7,111.9,6.04,5.67,111.9,109.7,6.2,0.468,0.589,UTA,HOU,2022-01-19 0:00,2022,0
0.431,0.364,0.787,34.7,10.3,44.4,23.7,4.8,13.4,114.8,-5.46,-5.26,114.8,107.3,-5.4,0.377,0.561,SAC,DET,2022-01-19 0:00,2022,0
0.463,0.364,0.778,36.2,10.8,43.5,24.4,4.1,13.4,104.6,1.56,1.55,104.6,112.8,1.6,0.39,0.581,ATL,MIN,2022-01-19 0:00,2022,1
0.461,0.379,0.782,34.9,11.9,43.5,25.6,5.1,14.4,112.0,0.12,0.02,112.0,113.0,0.1,0.345,0.556,SAS,OKC,2022-01-19 0:00,2022,1
0.468,0.332,0.813,35.0,10.5,42.9,27.5,4.6,13.0,112.9,3.3,3.12,112.9,110.5,3.4,0.439,0.572,DAL,TOR,2022-01-19 0:00,2022,1
0.445,0.35,0.797,34.1,10.9,45.3,27.4,4.4,14.4,112.5,4.45,4.23,112.5,106.9,4.6,0.422,0.584,MIA,POR,2022-01-19 0:00,2022,1
0.483,0.331,0.74,35.3,11.1,44.1,25.6,4.1,14.4,108.4,2.3,2.16,108.4,116.7,2.4,0.416,0.59,DEN,LAC,2022-01-19 0:00,2022,1
0.469,0.358,0.812,35.3,8.8,45.0,23.3,4.6,15.0,106.0,3.35,3.22,106.0,113.8,3.3,0.43,0.58,MIL,MEM,2022-01-19 0:00,2022,1
0.472,0.326,0.776,32.5,10.2,46.6,23.0,5.0,12.9,114.4,-3.38,-3.23,114.4,106.9,-3.4,0.356,0.568,WAS,BKN,2022-01-19 0:00,2022,0
0.46,0.369,0.713,32.4,11.1,41.5,24.5,5.5,12.1,113.5,2.61,2.57,113.5,110.8,2.7,0.376,0.578,PHI,ORL,2022-01-19 0:00,2022,1
0.468,0.364,0.768,34.2,9.8,44.3,24.2,4.2,13.4,107.8,-0.39,-0.38,107.8,116.9,-0.4,0.332,0.579,CHI,CLE,2022-01-19 0:00,2022,1
0.434,0.365,0.76,35.5,9.5,45.9,25.4,6.0,12.9,113.6,-3.05,-3.08,113.6,112.8,-3.0,0.388,0.567,LAL,IND,2022-01-19 0:00,2022,0
0.442,0.374,0.821,33.4,9.5,43.7,25.6,5.6,14.1,111.1,7.28,7.02,111.1,114.5,7.5,0.425,0.578,BOS,CHA,2022-01-19 0:00,2022,0
0.434,0.366,0.812,34.7,9.7,45.0,23.7,4.8,15.1,116.7,-0.12,-0.01,116.7,110.5,-0.1,0.428,0.55,NYK,NOP,2022-01-20 0:00,2022,0
0.483,0.349,0.816,36.3,11.1,47.2,25.2,4.3,13.1,116.5,3.3,3.12,116.5,114.9,3.4,0.439,0.572,DAL,PHX,2022-01-20 0:00,2022,0
0.456,0.344,0.744,32.0,9.4,47.8,24.2,4.2,13.0,112.4,5.54,5.52,112.4,112.3,5.6,0.456,0.582,GSW,IND,2022-01-20 0:00,2022,0
0.469,0.355,0.756,32.9,8.8,46.0,24.4,4.1,13.7,104.5,0.12,0.02,104.5,112.5,0.1,0.345,0.556,SAS,BKN,2022-01-21 0:00,2022,0
0.461,0.364,0.754,35.3,11.4,45.0,27.5,4.6,14.1,111.9,5.54,5.52,111.9,109.7,5.6,0.456,0.582,GSW,HOU,2022-01-21 0:00,2022,1
0.457,0.374,0.778,34.9,10.8,43.5,26.3,3.3,14.3,113.6,6.04,5.67,113.6,112.8,6.2,0.468,0.589,UTA,DET,2022-01-21 0:00,2022,1
0.48,0.356,0.813,34.7,11.9,42.9,27.4,4.4,14.1,113.2,2.3,2.16,113.2,113.6,2.4,0.416,0.59,DEN,MEM,2022-01-21 0:00,2022,0
0.458,0.357,0.776,36.4,10.3,46.6,22.8,4.7,14.6,107.8,3.35,3.22,107.8,116.9,3.3,0.43,0.58,MIL,CHI,2022-01-21 0:00,2022,1
0.48,0.323,0.759,35.9,9.3,46.8,24.5,5.5,14.0,113.7,-3.38,-3.23,113.7,109.1,-3.4,0.356,0.568,WAS,TOR,2022-01-21 0:00,2022,0
