FG.,percent_3pt,percent_FT,DRB,ORB,TRB,AST,BLK,TOV,PTS,MarginOfVictory,SimpleRatngSystem,ORtg,DRtg,NRtg,X3PAr,TS.,team_abbreviation_home,team_abbreviation_away,game_date,game_yearEnd,wl_home
0.46,0.379,0.776,33.9,9.4,46.6,24.4,4.1,12.9,116.7,0.44,0.53,116.7,110.5,0.4,0.418,0.572,CHA,SAC,2021-12-10 0:00,2022,1
0.442,0.35,0.768,35.0,10.2,42.8,27.5,4.6,14.0,107.8,-0.99,-0.84,107.8,116.9,-1.0,0.365,0.557,NOP,DET,2021-12-10 0:00,2022,1
0.431,0.356,0.795,35.3,9.7,44.8,23.3,4.5,14.6,108.4,-3.48,-3.26,108.4,116.7,-3.5,0.395,0.564,IND,DAL,2021-12-10 0:00,2022,1
0.461,0.374,0.768,36.4,10.8,44.3,25.6,4.1,14.3,112.6,-8.1,-7.9,112.6,116.1,-8.2,0.419,0.53,OKC,LAL,2021-12-10 0:00,2022,0
0.466,0.323,0.787,34.7,10.3,44.4,26.1,4.3,12.9,113.6,1.56,1.55,113.6,112.8,1.6,0.39,0.581,ATL,BKN,2021-12-10 0:00,2022,0
0.48,0.366,0.744,35.5,10.5,47.8,22.8,4.7,13.9,114.8,2.63,2.53,114.8,107.3,2.6,0.454,0.573,MIN,CLE,2021-12-10 0:00,2022,0
0.485,0.344,0.808,36.3,10.2,45.2,23.6,5.1,13.1,104.5,7.5,6.94,104.5,112.5,7.5,0.354,0.581,PHX,BOS,2021-12-10 0:00,2022,1
0.463,0.353,0.771,33.2,9.5,44.9,22.7,5.0,14.7,116.5,5.68,5.37,116.5,114.9,5.6,0.346,0.553,MEM,HOU,2021-12-11 0:00,2022,1
0.475,0.344,0.797,35.5,9.3,45.3,27.8,4.9,12.9,114.4,0.12,0.02,114.4,106.9,0.1,0.345,0.556,SAS,DEN,2021-12-11 0:00,2022,0
0.434,0.331,0.767,32.9,11.4,47.6,23.8,4.5,13.1,112.0,0.02,0.09,112.0,113.0,0.0,0.391,0.564,LAC,ORL,2021-12-11 0:00,2022,1
0.472,0.357,0.769,35.3,9.1,46.1,25.6,5.1,16.3,107.8,2.12,2.04,107.8,116.9,2.2,0.387,0.571,CLE,SAC,2021-12-11 0:00,2022,1
0.471,0.379,0.732,35.9,11.9,43.3,25.4,6.0,13.9,116.7,4.45,4.23,116.7,110.5,4.6,0.422,0.584,MIA,CHI,2021-12-11 0:00,2022,1
0.461,0.35,0.821,35.0,10.2,43.7,24.4,4.1,15.1,114.3,-3.38,-3.23,114.3,111.7,-3.4,0.356,0.568,WAS,UTA,2021-12-11 0:00,2022,0
0.43,0.364,0.732,35.3,9.7,43.3,25.6,5.6,14.3,109.9,2.61,2.57,109.9,115.3,2.7,0.376,0.578,PHI,GSW,2021-12-11 0:00,2022,1
0.445,0.36,0.767,35.5,9.8,47.6,25.3,5.5,14.5,106.0,-8.1,-7.9,106.0,113.8,-8.2,0.419,0.53,OKC,DAL,2021-12-12 0:00,2022,0
0.469,0.364,0.744,36.5,11.1,47.8,23.8,4.0,14.1,116.7,-0.12,-0.01,116.7,110.5,-0.1,0.428,0.55,NYK,MIL,2021-12-12 0:00,2022,0
0.456,0.347,0.776,36.2,9.9,46.6,28.2,3.8,14.1,115.1,-7.72,-7.36,115.1,111.8,-7.8,0.391,0.533,DET,BKN,2021-12-12 0:00,2022,0
0.46,0.364,0.797,33.9,9.4,45.3,23.6,4.5,16.3,113.6,-8.88,-8.55,113.6,112.8,-9.1,0.422,0.55,POR,MIN,2021-12-12 0:00,2022,0
0.469,0.347,0.76,34.9,8.8,45.9,23.3,4.5,13.7,104.6,-3.05,-3.08,104.6,112.8,-3.0,0.388,0.567,LAL,ORL,2021-12-12 0:00,2022,1
0.463,0.36,0.783,33.9,9.4,44.1,27.4,4.4,13.1,114.4,0.12,0.02,114.4,106.9,0.1,0.345,0.556,SAS,NOP,2021-12-12 0:00,2022,1
0.466,0.357,0.793,36.5,11.1,44.7,22.7,5.0,14.3,112.9,7.28,7.02,112.9,110.5,7.5,0.425,0.578,BOS,MIL,2021-12-13 0:00,2022,1
0.468,0.366,0.768,35.9,11.9,42.8,25.6,4.1,14.0,109.9,-3.48,-3.26,109.9,115.3,-3.5,0.395,0.564,IND,GSW,2021-12-13 0:00,2022,0
0.471,0.364,0.813,36.3,10.2,42.9,25.8,6.4,14.7,113.2,2.29,2.38,113.2,113.6,2.4,0.375,0.543,TOR,SAC,2021-12-13 0:00,2022,1
0.472,0.355,0.754,35.5,9.8,45.0,25.4,5.5,14.0,106.0,1.56,1.55,106.0,113.8,1.6,0.39,0.581,ATL,HOU,2021-12-13 0:00,2022,0
0.475,0.342,0.756,35.3,10.6,46.0,24.2,4.2,12.9,114.6,5.68,5.37,114.6,109.0,5.6,0.346,0.553,MEM,PHI,2021-12-13 0:00,2022,1
0.456,0.374,0.808,34.9,9.2,45.2,22.4,4.7,13.1,114.8,2.12,2.04,114.8,107.3,2.2,0.387,0.571,CLE,MIA,2021-12-13 0:00,2022,1
0.431,0.344,0.778,35.4,9.3,43.5,23.3,4.6,13.4,114.3,0.02,0.09,114.3,111.7,0.0,0.391,0.564,LAC,PHX,2021-12-13 0:00,2022,1
0.445,0.369,0.74,33.2,9.5,44.1,22.8,4.7,13.0,114.4,2.3,2.16,114.4,106.9,2.4,0.416,0.59,DEN,WAS,2021-12-13 0:00,2022,1
0.46,0.352,0.754,34.2,8.8,45.0,23.6,5.1,14.4,110.1,3.3,3.12,110.1,110.1,3.4,0.439,0.572,DAL,CHA,2021-12-13 0:00,2022,1
0.469,0.323,0.812,34.1,10.9,45.0,23.3,4.5,13.9,113.2,-0.12,-0.01,113.2,113.6,-0.1,0.428,0.55,NYK,GSW,2021-12-14 0:00,2022,0
0.468,0.379,0.797,35.5,10.5,45.3,28.2,3.8,13.4,112.5,0.78,0.82,112.5,106.9,0.8,0.359,0.576,BKN,TOR,2021-12-14 0:00,2022,1
0.466,0.358,0.76,35.0,10.2,43.5,24.5,5.5,13.7,116.7,-8.88,-8.55,116.7,110.5,-9.1,0.422,0.55,POR,PHX,2021-12-14 0:00,2022,0
0.469,0.365,0.793,32.5,11.1,44.7,25.4,6.0,12.9,114.6,2.12,2.04,114.6,109.0,2.2,0.387,0.571,CLE,HOU,2021-12-15 0:00,2022,1
0.43,0.352,0.778,33.4,10.7,43.5,25.6,5.6,14.6,112.0,-8.0,-7.67,112.0,113.0,-8.0,0.417,0.538,ORL,ATL,2021-12-15 0:00,2022,0
0.48,0.374,0.769,34.1,10.9,46.1,23.7,4.8,12.1,110.4,2.61,2.57,110.4,110.5,2.7,0.376,0.578,PHI,MIA,2021-12-15 0:00,2022,0
0.475,0.364,0.759,34.7,10.3,46.8,27.4,4.4,12.6,110.3,3.35,3.22,110.3,113.3,3.3,0.43,0.58,MIL,IND,2021-12-15 0:00,2022,1
0.468,0.346,0.768,35.5,9.8,42.8,24.4,5.0,14.4,113.7,3.3,3.12,113.7,109.1,3.4,0.439,0.572,DAL,LAL,2021-12-15 0:00,2022,0
0.466,0.374,0.787,32.9,10.6,44.4,27.8,4.9,14.0,112.8,-8.1,-7.9,112.8,109.4,-8.2,0.419,0.53,OKC,NOP,2021-12-15 0:00,2022,0
0.472,0.358,0.808,35.4,9.3,45.2,23.3,4.5,13.0,114.4,0.12,0.02,114.4,106.9,0.1,0.345,0.556,SAS,CHA,2021-12-15 0:00,2022,0
0.458,0.364,0.713,32.5,11.1,41.5,22.8,4.7,14.4,116.5,2.3,2.16,116.5,114.9,2.4,0.416,0.59,DEN,MIN,2021-12-15 0:00,2022,0
0.457,0.349,0.789,36.2,9.9,46.3,24.4,4.1,13.1,104.6,-5.46,-5.26,104.6,112.8,-5.4,0.377,0.561,SAC,WAS,2021-12-15 0:00,2022,1
0.461,0.344,0.768,33.0,9.5,42.8,23.3,4.6,14.7,115.1,6.04,5.67,115.1,111.8,6.2,0.468,0.589,UTA,LAC,2021-12-15 0:00,2022,1
0.469,0.331,0.76,33.2,9.1,43.5,24.4,5.0,13.4,109.9,-8.88,-8.55,109.9,115.3,-9.1,0.422,0.55,POR,MEM,2021-12-15 0:00,2022,0
0.442,0.379,0.782,35.3,10.2,43.5,27.5,4.6,14.1,114.5,-8.48,-8.26,114.5,112.1,-8.3,0.448,0.565,HOU,NYK,2021-12-16 0:00,2022,0
0.457,0.349,0.734,35.0,9.5,48.8,23.6,5.1,14.6,112.6,-3.48,-3.26,112.6,116.1,-3.5,0.395,0.564,IND,DET,2021-12-16 0:00,2022,1
0.469,0.332,0.816,32.0,12.3,47.2,23.8,4.5,12.9,104.5,0.78,0.82,104.5,112.5,0.8,0.359,0.576,BKN,PHI,2021-12-16 0:00,2022,1
0.445,0.344,0.813,34.1,9.5,42.9,25.4,5.5,14.3,110.4,7.5,6.94,110.4,110.5,7.5,0.354,0.581,PHX,WAS,2021-12-16 0:00,2022,1
0.469,0.346,0.797,33.2,10.6,45.3,22.4,4.7,13.1,113.7,-8.0,-7.67,113.7,109.1,-8.0,0.417,0.538,ORL,MIA,2021-12-17 0:00,2022,0
0.437,0.326,0.768,32.9,11.1,44.3,23.3,4.6,13.0,112.8,1.56,1.55,112.8,109.4,1.6,0.39,0.581,ATL,DEN,2021-12-17 0:00,2022,0
0.468,0.353,0.805,32.4,10.8,44.7,22.7,5.0,15.0,114.8,7.28,7.02,114.8,107.3,7.5,0.425,0.578,BOS,GSW,2021-12-17 0:00,2022,0
0.434,0.356,0.787,34.7,8.8,44.4,27.8,4.9,12.6,116.7,-0.99,-0.84,116.7,110.5,-1.0,0.365,0.557,NOP,MIL,2021-12-17 0:00,2022,1
0.472,0.369,0.783,36.4,9.8,44.1,23.7,4.8,13.1,112.5,-8.88,-8.55,112.5,106.9,-9.1,0.422,0.55,POR,CHA,2021-12-17 0:00,2022,1
0.466,0.364,0.767,34.2,11.4,47.6,23.6,4.5,14.0,110.3,6.04,5.67,110.3,113.3,6.2,0.468,0.589,UTA,SAS,2021-12-17 0:00,2022,0
0.461,0.344,0.734,35.5,10.4,48.8,23.3,4.5,15.0,113.5,2.63,2.53,113.5,110.8,2.6,0.454,0.573,MIN,LAL,2021-12-17 0:00,2022,1
0.463,0.361,0.756,32.9,9.1,46.0,25.4,6.0,13.4,110.3,-5.46,-5.26,110.3,113.3,-5.4,0.377,0.561,SAC,MEM,2021-12-17 0:00,2022,0
0.457,0.331,0.759,34.3,9.2,46.8,22.8,4.7,13.1,116.7,-7.72,-7.36,116.7,110.5,-7.8,0.391,0.533,DET,HOU,2021-12-18 0:00,2022,0
0.468,0.342,0.76,35.3,11.1,45.9,25.8,6.4,14.7,110.4,6.04,5.67,110.4,110.5,6.2,0.468,0.589,UTA,WAS,2021-12-18 0:00,2022,0
0.483,0.36,0.713,34.9,10.5,41.5,25.6,5.1,14.0,115.1,3.35,3.22,115.1,111.8,3.3,0.43,0.58,MIL,CLE,2021-12-18 0:00,2022,0
0.46,0.353,0.768,36.5,10.6,42.8,24.2,4.2,12.6,114.8,0.78,0.82,114.8,107.3,0.8,0.359,0.576,BKN,ORL,2021-12-18 0:00,2022,0
0.442,0.323,0.732,34.7,9.5,43.3,25.6,4.1,14.1,111.9,-8.1,-7.9,111.9,109.7,-8.2,0.419,0.53,OKC,LAC,2021-12-18 0:00,2022,1
0.485,0.349,0.768,35.5,9.5,44.3,24.4,5.0,13.4,111.1,7.28,7.02,111.1,114.5,7.5,0.425,0.578,BOS,NYK,2021-12-18 0:00,2022,1
0.437,0.355,0.816,33.0,9.4,47.2,25.6,5.1,12.1,110.1,2.29,2.38,110.1,110.1,2.4,0.375,0.543,TOR,GSW,2021-12-18 0:00,2022,1
0.457,0.349,0.776,35.3,11.4,46.6,22.7,5.0,14.1,109.9,-5.46,-5.26,109.9,115.3,-5.4,0.377,0.561,SAC,SAS,2021-12-19 0:00,2022,1
0.461,0.344,0.767,32.0,10.8,47.6,24.5,5.5,14.3,113.2,-0.39,-0.38,113.2,113.6,-0.4,0.332,0.579,CHI,LAL,2021-12-19 0:00,2022,1
0.475,0.347,0.783,33.2,10.2,44.1,25.6,5.6,14.1,112.4,-7.72,-7.36,112.4,112.3,-7.8,0.391,0.533,DET,MIA,2021-12-19 0:00,2022,1
0.48,0.344,0.805,33.9,11.1,44.7,25.2,4.3,14.7,104.6,5.68,5.37,104.6,112.8,5.6,0.346,0.553,MEM,POR,2021-12-19 0:00,2022,0
0.43,0.356,0.713,32.9,9.2,41.5,27.7,4.9,14.0,113.7,7.5,6.94,113.7,109.1,7.5,0.354,0.581,PHX,CHA,2021-12-19 0:00,2022,1
0.456,0.366,0.782,36.4,10.4,43.5,23.0,5.0,13.1,114.3,2.63,2.53,114.3,111.7,2.6,0.454,0.573,MIN,DAL,2021-12-19 0:00,2022,1
0.445,0.36,0.759,36.3,9.5,46.8,23.6,4.5,13.4,114.1,7.28,7.02,114.1,113.7,7.5,0.425,0.578,BOS,PHI,2021-12-20 0:00,2022,0
0.469,0.342,0.768,36.5,11.1,42.8,24.2,4.2,13.7,112.4,0.02,0.09,112.4,112.3,0.0,0.391,0.564,LAC,SAS,2021-12-20 0:00,2022,0
0.442,0.361,0.76,34.9,9.5,45.9,25.6,4.1,14.9,116.5,-0.39,-0.38,116.5,114.9,-0.4,0.332,0.579,CHI,HOU,2021-12-20 0:00,2022,1
0.483,0.349,0.74,34.3,10.6,44.1,25.8,6.4,13.1,114.8,5.54,5.52,114.8,107.3,5.6,0.456,0.582,GSW,SAC,2021-12-20 0:00,2022,1
0.466,0.326,0.816,32.0,10.7,47.2,28.2,3.8,12.1,107.8,6.04,5.67,107.8,116.9,6.2,0.468,0.589,UTA,CHA,2021-12-20 0:00,2022,1
0.466,0.349,0.732,32.4,10.8,43.3,23.8,4.0,14.3,110.1,5.68,5.37,110.1,110.1,5.6,0.346,0.553,MEM,OKC,2021-12-20 0:00,2022,0
0.463,0.344,0.756,33.0,9.4,46.0,25.4,5.5,14.5,114.3,-0.99,-0.84,114.3,111.7,-1.0,0.365,0.557,NOP,POR,2021-12-21 0:00,2022,1
0.431,0.355,0.813,33.2,10.5,42.9,25.6,5.6,13.9,112.5,-0.12,-0.01,112.5,106.9,-0.1,0.428,0.55,NYK,DET,2021-12-21 0:00,2022,1
0.485,0.365,0.805,35.3,8.8,44.7,24.5,5.5,14.0,112.9,-3.05,-3.08,112.9,110.5,-3.0,0.388,0.567,LAL,PHX,2021-12-21 0:00,2022,0
0.458,0.356,0.776,33.4,10.4,46.6,23.7,4.8,15.0,109.9,4.45,4.23,109.9,115.3,4.6,0.422,0.584,MIA,IND,2021-12-21 0:00,2022,1
0.468,0.347,0.821,36.4,10.2,43.7,27.8,4.9,12.6,104.5,3.3,3.12,104.5,112.5,3.4,0.439,0.572,DAL,MIN,2021-12-21 0:00,2022,1
0.442,0.323,0.783,33.9,8.8,44.1,24.2,4.2,15.1,113.7,7.28,7.02,113.7,109.1,7.5,0.425,0.578,BOS,CLE,2021-12-22 0:00,2022,1
0.445,0.369,0.793,35.5,9.2,44.7,26.3,3.3,13.7,108.4,1.56,1.55,108.4,116.7,1.6,0.39,0.581,ATL,ORL,2021-12-22 0:00,2022,0
0.461,0.361,0.789,34.2,9.3,46.3,27.7,4.9,14.4,112.0,-8.1,-7.9,112.0,113.0,-8.2,0.419,0.53,OKC,DEN,2021-12-22 0:00,2022,1
0.456,0.366,0.771,34.3,12.3,44.9,25.8,6.4,14.0,109.9,3.35,3.22,109.9,115.3,3.3,0.43,0.58,MIL,HOU,2021-12-22 0:00,2022,1
0.458,0.364,0.769,36.3,9.7,46.1,23.6,4.5,12.1,107.8,-5.46,-5.26,107.8,116.9,-5.4,0.377,0.561,SAC,LAC,2021-12-22 0:00,2022,0
0.469,0.342,0.76,34.9,9.9,43.5,26.3,3.3,12.6,106.0,2.3,2.16,106.0,113.8,2.4,0.416,0.59,DEN,CHA,2021-12-23 0:00,2022,0
0.469,0.374,0.789,34.9,10.6,46.3,23.8,4.0,13.1,114.6,-3.48,-3.26,114.6,109.0,-3.5,0.395,0.564,IND,HOU,2021-12-23 0:00,2022,1
0.434,0.332,0.76,35.4,12.3,45.9,24.4,4.1,15.0,114.4,-8.0,-7.67,114.4,106.9,-8.0,0.417,0.538,ORL,NOP,2021-12-23 0:00,2022,0
0.475,0.35,0.759,34.1,10.6,46.8,28.2,3.8,14.7,113.2,-0.12,-0.01,113.2,113.6,-0.1,0.428,0.55,NYK,WAS,2021-12-23 0:00,2022,0
0.43,0.364,0.732,35.3,9.4,43.3,25.4,6.0,13.4,114.8,4.45,4.23,114.8,107.3,4.6,0.422,0.584,MIA,DET,2021-12-23 0:00,2022,1
0.456,0.346,0.744,36.2,11.9,47.8,27.7,4.9,13.4,112.6,3.3,3.12,112.6,116.1,3.4,0.439,0.572,DAL,MIL,2021-12-23 0:00,2022,0
0.437,0.332,0.74,32.9,10.7,44.1,25.4,5.5,12.9,113.6,7.5,6.94,113.6,112.8,7.5,0.354,0.581,PHX,OKC,2021-12-23 0:00,2022,1
0.468,0.355,0.787,34.1,9.1,44.4,25.6,5.1,13.0,104.5,6.04,5.67,104.5,112.5,6.2,0.468,0.589,UTA,MIN,2021-12-23 0:00,2022,1
0.431,0.349,0.783,35.3,9.2,44.1,25.2,4.3,14.3,111.1,5.54,5.52,111.1,114.5,5.6,0.456,0.582,GSW,MEM,2021-12-23 0:00,2022,1
0.46,0.347,0.816,33.0,10.8,47.2,22.4,4.7,14.0,116.7,-3.05,-3.08,116.7,110.5,-3.0,0.388,0.567,LAL,SAS,2021-12-23 0:00,2022,0
0.442,0.357,0.771,33.9,9.7,44.9,23.7,4.8,13.7,114.6,2.61,2.57,114.6,109.0,2.7,0.376,0.578,PHI,ATL,2021-12-23 0:00,2022,0
0.466,0.365,0.768,35.9,11.4,44.3,25.3,5.5,13.1,104.6,-3.05,-3.08,104.6,112.8,-3.0,0.388,0.567,LAL,BKN,2021-12-25 0:00,2022,0
0.445,0.331,0.778,33.4,11.1,43.5,28.2,3.8,15.1,112.9,6.04,5.67,112.9,110.5,6.2,0.468,0.589,UTA,DAL,2021-12-25 0:00,2022,1
0.461,0.342,0.776,35.3,10.2,46.6,23.6,4.5,12.6,111.9,-0.12,-0.01,111.9,109.7,-0.1,0.428,0.55,NYK,ATL,2021-12-25 0:00,2022,1
0.472,0.356,0.795,34.9,9.3,44.8,24.4,4.1,15.1,108.4,3.35,3.22,108.4,116.7,3.3,0.43,0.58,MIL,BOS,2021-12-25 0:00,2022,1
0.48,0.35,0.768,36.4,9.5,42.8,25.6,5.1,14.4,109.9,7.5,6.94,109.9,115.3,7.5,0.354,0.581,PHX,GSW,2021-12-25 0:00,2022,0
0.457,0.344,0.76,35.3,10.6,43.5,22.7,5.0,14.7,110.3,2.12,2.04,110.3,113.3,2.2,0.387,0.571,CLE,TOR,2021-12-26 0:00,2022,1
0.458,0.358,0.797,32.9,9.8,45.3,26.1,4.3,13.4,112.6,-3.38,-3.23,112.6,116.1,-3.4,0.356,0.568,WAS,PHI,2021-12-26 0:00,2022,0
0.472,0.366,0.744,32.5,11.9,47.8,25.8,6.4,13.4,114.4,0.02,0.09,114.4,106.9,0.0,0.391,0.564,LAC,DEN,2021-12-26 0:00,2022,0
0.437,0.353,0.789,36.3,12.3,46.3,25.2,4.3,12.1,115.1,-5.46,-5.26,115.1,111.8,-5.4,0.377,0.561,SAC,MEM,2021-12-26 0:00,2022,0
0.466,0.344,0.734,35.5,10.4,48.8,23.6,5.1,14.0,116.7,-0.39,-0.38,116.7,110.5,-0.4,0.332,0.579,CHI,IND,2021-12-26 0:00,2022,1
0.463,0.346,0.805,33.2,8.8,44.7,23.8,4.5,13.1,111.1,0.12,0.02,111.1,114.5,0.1,0.345,0.556,SAS,DET,2021-12-26 0:00,2022,1
0.47,0.364,0.813,32.9,10.5,42.9,24.4,5.0,12.9,113.6,-8.1,-7.9,113.6,112.8,-8.2,0.419,0.53,OKC,NOP,2021-12-26 0:00,2022,1
0.467,0.357,0.756,35.5,9.5,46.0,25.4,6.0,14.5,108.4,4.45,4.23,108.4,116.7,4.6,0.422,0.584,MIA,ORL,2021-12-26 0:00,2022,1
0.471,0.332,0.713,35.9,9.4,41.5,26.3,3.3,12.9,106.0,2.63,2.53,106.0,113.8,2.6,0.454,0.573,MIN,BOS,2021-12-27 0:00,2022,1
0.46,0.353,0.759,34.1,10.6,46.8,27.7,4.9,14.9,112.9,0.44,0.53,112.9,110.5,0.4,0.418,0.572,CHA,HOU,2021-12-27 0:00,2022,1
0.48,0.361,0.732,34.7,9.3,43.3,27.5,4.6,13.4,109.9,0.12,0.02,109.9,115.3,0.1,0.345,0.556,SAS,UTA,2021-12-27 0:00,2022,0
0.457,0.369,0.76,34.3,8.8,43.5,22.7,5.0,15.0,111.9,1.56,1.55,111.9,109.7,1.6,0.39,0.581,ATL,CHI,2021-12-27 0:00,2022,0
0.461,0.323,0.795,34.2,10.8,44.8,23.0,5.0,14.5,114.1,7.5,6.94,114.1,113.7,7.5,0.354,0.581,PHX,MEM,2021-12-27 0:00,2022,0
0.483,0.349,0.821,35.5,11.4,43.7,23.6,4.5,13.7,114.4,-8.88,-8.55,114.4,106.9,-9.1,0.422,0.55,POR,DAL,2021-12-27 0:00,2022,0
0.468,0.349,0.816,32.0,11.1,47.2,25.2,4.3,12.6,110.3,0.02,0.09,110.3,113.3,0.0,0.391,0.564,LAC,BKN,2021-12-27 0:00,2022,0
0.475,0.347,0.768,33.0,9.8,44.3,27.7,4.9,14.1,104.6,2.63,2.53,104.6,112.8,2.6,0.454,0.573,MIN,NYK,2021-12-28 0:00,2022,0
0.463,0.346,0.782,33.9,9.3,43.5,24.4,4.1,13.4,113.2,5.54,5.52,113.2,113.6,5.6,0.456,0.582,GSW,DEN,2021-12-28 0:00,2022,0
0.466,0.353,0.797,32.9,10.7,45.3,26.3,3.3,12.9,113.6,2.29,2.38,113.6,112.8,2.4,0.375,0.543,TOR,PHI,2021-12-28 0:00,2022,0
0.431,0.364,0.793,35.5,10.6,44.7,28.2,3.8,15.1,115.1,-5.46,-5.26,115.1,111.8,-5.4,0.377,0.561,SAC,OKC,2021-12-28 0:00,2022,1
0.468,0.356,0.74,34.9,9.7,44.1,23.8,4.0,13.1,113.5,-8.0,-7.67,113.5,110.8,-8.0,0.417,0.538,ORL,MIL,2021-12-28 0:00,2022,0
0.48,0.344,0.76,36.4,9.5,43.5,25.6,5.1,14.7,111.1,4.45,4.23,111.1,114.5,4.6,0.422,0.584,MIA,WAS,2021-12-28 0:00,2022,1
0.467,0.326,0.759,32.9,9.3,46.8,24.5,5.5,13.1,110.1,-8.48,-8.26,110.1,110.1,-8.3,0.448,0.565,HOU,LAL,2021-12-28 0:00,2022,0
0.467,0.364,0.771,32.4,9.9,44.9,24.2,4.2,14.9,112.0,-0.99,-0.84,112.0,113.0,-1.0,0.365,0.557,NOP,CLE,2021-12-28 0:00,2022,1
0.461,0.374,0.713,35.5,9.4,41.5,23.6,5.1,12.9,112.8,-5.46,-5.26,112.8,109.4,-5.4,0.377,0.561,SAC,DAL,2021-12-29 0:00,2022,1
0.46,0.365,0.793,35.4,9.1,44.7,25.4,6.0,14.1,112.5,-8.88,-8.55,112.5,106.9,-9.1,0.422,0.55,POR,UTA,2021-12-29 0:00,2022,0
0.467,0.346,0.769,33.4,10.4,46.1,22.7,5.0,14.4,107.8,-7.72,-7.36,107.8,116.9,-7.8,0.391,0.533,DET,NYK,2021-12-29 0:00,2022,0
0.468,0.349,0.732,32.9,10.5,43.3,24.4,4.1,12.9,112.0,5.68,5.37,112.0,113.0,5.6,0.346,0.553,MEM,LAL,2021-12-29 0:00,2022,1
0.461,0.35,0.787,33.0,9.5,44.4,27.5,4.6,15.1,111.9,7.28,7.02,111.9,109.7,7.5,0.425,0.578,BOS,LAC,2021-12-29 0:00,2022,0
0.483,0.349,0.805,35.3,11.9,44.7,27.7,4.9,16.3,112.9,-0.39,-0.38,112.9,110.5,-0.4,0.332,0.579,CHI,ATL,2021-12-29 0:00,2022,1
0.466,0.374,0.756,32.0,10.7,46.0,27.5,4.6,14.3,110.3,7.5,6.94,110.3,113.3,7.5,0.354,0.581,PHX,OKC,2021-12-29 0:00,2022,1
0.467,0.364,0.713,35.4,11.1,41.5,23.0,5.0,14.0,110.4,-3.48,-3.26,110.4,110.5,-3.5,0.395,0.564,IND,CHA,2021-12-29 0:00,2022,0
0.475,0.347,0.744,36.2,9.5,47.8,28.2,3.8,12.9,114.1,0.78,0.82,114.1,113.7,0.8,0.359,0.576,BKN,PHI,2021-12-30 0:00,2022,0
0.472,0.331,0.74,33.9,10.6,44.1,23.8,4.0,14.7,104.5,-8.0,-7.67,104.5,112.5,-8.0,0.417,0.538,ORL,MIL,2021-12-30 0:00,2022,0
0.47,0.361,0.782,35.3,10.8,43.5,25.6,5.1,14.1,111.1,-3.38,-3.23,111.1,114.5,-3.4,0.356,0.568,WAS,CLE,2021-12-30 0:00,2022,1
0.43,0.323,0.768,34.3,9.2,42.8,25.2,4.3,13.4,114.4,6.04,5.67,114.4,106.9,6.2,0.468,0.589,UTA,MIN,2021-12-31 0:00,2022,1
0.431,0.349,0.76,35.5,8.8,43.5,25.4,6.0,14.4,112.8,5.68,5.37,112.8,109.4,5.6,0.346,0.553,MEM,SAS,2021-12-31 0:00,2022,1
0.457,0.357,0.816,32.0,12.3,47.2,27.8,4.9,12.1,112.6,-8.1,-7.9,112.6,116.1,-8.2,0.419,0.53,OKC,NYK,2021-12-31 0:00,2022,1
0.483,0.365,0.759,35.9,9.3,46.8,24.5,5.5,12.6,114.3,2.29,2.38,114.3,111.7,2.4,0.375,0.543,TOR,LAC,2021-12-31 0:00,2022,1
0.46,0.326,0.734,33.4,9.2,48.8,23.8,4.5,14.5,115.1,2.12,2.04,115.1,111.8,2.2,0.387,0.571,CLE,ATL,2021-12-31 0:00,2022,0
0.461,0.344,0.783,32.4,11.9,44.1,27.4,4.4,14.9,114.5,-8.48,-8.26,114.5,112.1,-8.3,0.448,0.565,HOU,MIA,2021-12-31 0:00,2022,0
0.472,0.346,0.813,33.2,8.8,42.9,26.1,4.3,14.1,109.9,-5.46,-5.26,109.9,115.3,-5.4,0.377,0.561,SAC,DAL,2021-12-31 0:00,2022,0
0.437,0.356,0.789,32.9,11.4,46.3,23.8,4.0,13.0,107.8,-3.05,-3.08,107.8,116.9,-3.0,0.388,0.567,LAL,POR,2021-12-31 0:00,2022,1
0.469,0.349,0.793,36.4,10.3,44.7,26.3,3.3,14.7,114.8,-3.48,-3.26,114.8,107.3,-3.5,0.395,0.564,IND,CHI,2021-12-31 0:00,2022,0
0.461,0.353,0.783,33.0,10.9,44.1,23.8,4.5,15.0,110.4,7.28,7.02,110.4,110.5,7.5,0.425,0.578,BOS,PHX,2021-12-31 0:00,2022,1
0.47,0.342,0.744,34.7,11.1,47.8,22.7,5.0,14.6,112.0,3.35,3.22,112.0,113.0,3.3,0.43,0.58,MIL,NOP,2022-01-01 0:00,2022,1
0.469,0.369,0.821,34.9,9.5,43.7,27.7,4.9,15.1,114.6,6.04,5.67,114.6,109.0,6.2,0.468,0.589,UTA,GSW,2022-01-01 0:00,2022,0
0.434,0.332,0.768,34.2,8.8,44.3,25.3,5.5,12.9,113.6,-3.38,-3.23,113.6,112.8,-3.4,0.356,0.568,WAS,CHI,2022-01-01 0:00,2022,0
0.458,0.374,0.812,34.1,12.3,45.0,25.6,5.1,13.4,113.2,0.78,0.82,113.2,113.6,0.8,0.359,0.576,BKN,LAC,2022-01-01 0:00,2022,0
0.466,0.342,0.754,35.4,9.3,45.0,22.8,4.7,14.5,104.6,-8.48,-8.26,104.6,112.8,-8.3,0.448,0.565,HOU,DEN,2022-01-01 0:00,2022,0
